WKT,osm_id,name,waterway
"LINESTRING (17.1933646 49.6552484,17.1936145 49.6545248,17.1937003 49.654295,17.1938192 49.6540956,17.1942492 49.6536966,17.1945584 49.6531859,17.1953043 49.6523111,17.1953757 49.6521812,17.1953811 49.652016,17.1952344 49.6516978,17.1951725 49.6516039,17.1952061 49.6514595,17.1954012 49.6512426,17.1955039 49.650524,17.1955713 49.6503458,17.1962995 49.6493526,17.1965276 49.6488155,17.1968924 49.6484163,17.1975074 49.6478846,17.1982789 49.6471116,17.1984907 49.6468322,17.198583 49.6464024,17.1986453 49.6462337)","85503803",Mlýnský potok,river
"LINESTRING (17.1956114 49.6544988,17.196636 49.6539496,17.1985021 49.6528806,17.2006317 49.6517902,17.2013829 49.6514714,17.2018189 49.6513244,17.2021147 49.6512559,17.2024967 49.6511883,17.202985 49.6512676,17.2035863 49.6513866,17.2049811 49.6518759,17.2059248 49.6521949,17.206902 49.6524329,17.2074031 49.6524815,17.20866 49.6524248,17.2103384 49.6522371)","85505638",Cholinka,river
"LINESTRING (17.2103384 49.6522371,17.2108349 49.6522318,17.2114449 49.6523077,17.2118128 49.6523923,17.2127397 49.6526858,17.21318 49.6527883,17.2134227 49.6528295,17.2139923 49.6528469,17.2146274 49.6527713,17.2156259 49.6525157)","85505641",Cholinka,river
"LINESTRING (17.2084959 49.642662,17.2093596 49.6424541,17.2099871 49.6422994,17.2103028 49.6422375,17.2105821 49.6422108,17.2108922 49.6422019,17.2117505 49.642209,17.2131404 49.6422216,17.2136637 49.6422252,17.2138326 49.6422288,17.2139738 49.6422055,17.2141732 49.6421463,17.2147602 49.6419544,17.2148767 49.6419143)","85519823",Častava,stream
"LINESTRING (17.2296109 49.6338912,17.2297375 49.6336672,17.2298947 49.6336042,17.231563 49.6332608,17.2318398 49.6331779,17.2322477 49.633,17.2326167 49.632696,17.2328154 49.6324642,17.2332389 49.6317551,17.2335109 49.6314913,17.2339 49.6312177,17.2340203 49.6310919,17.2340733 49.6309994,17.2340639 49.6308601,17.2340431 49.6307956)","85519824",Častava,stream
"LINESTRING (17.2148767 49.6419143,17.215181 49.6418056,17.2158511 49.6415976,17.217133 49.6411835,17.217789 49.6409729,17.2181061 49.6408717,17.2183161 49.6408205,17.2184692 49.6407985,17.2188974 49.6407638,17.2192506 49.6408164,17.2194574 49.6408951,17.2196008 49.6409676,17.2206905 49.6415412,17.2208799 49.6416362,17.2210677 49.6417028,17.2211346 49.6417078,17.2211973 49.6416866,17.2218276 49.6412075,17.2241374 49.6394886,17.224299 49.6393407,17.2243991 49.6391882,17.224486 49.6390682,17.2247179 49.6384518,17.2248852 49.6382707,17.2251954 49.6380038,17.2261861 49.6372472,17.2269544 49.6367045,17.2277541 49.636112,17.2281742 49.6356775,17.2289874 49.6346154,17.2293827 49.6341337,17.2296109 49.6338912)","85525094",Častava,stream
"LINESTRING (17.2573936 49.5882372,17.257665 49.5884557,17.2578361 49.5885976)","89159389",,weir
"LINESTRING (17.2431746 49.5610042,17.2436093 49.5608809,17.2439431 49.5607877,17.2441255 49.5607047,17.2442497 49.5605737,17.244376 49.5604451,17.2446728 49.560395,17.2459924 49.5602389,17.2466822 49.5601576,17.2469548 49.5601183,17.2472306 49.5600464,17.2474676 49.5599003,17.2478157 49.5596324,17.2483589 49.5592088,17.2490884 49.5586504,17.2492437 49.558519,17.2492899 49.5584087,17.2492795 49.5582143,17.2492733 49.5580889)","89706691",Nemilanka,stream
"LINESTRING (17.2492733 49.5580889,17.2491463 49.5578605,17.2492708 49.5577976,17.24933 49.5574977,17.2495376 49.5572702,17.2497404 49.5572105)","89706693",Nemilanka,stream
"LINESTRING (17.2609777 49.5439494,17.2649983 49.5398576,17.265624 49.539141,17.2667968 49.5376841,17.2680248 49.5361817,17.2687527 49.5349306,17.2690629 49.5347738,17.2699104 49.5344099)","89707228",Nemilanka,stream
"LINESTRING (17.2497404 49.5572105,17.2501576 49.5570688,17.2508366 49.556814,17.2512299 49.5566682,17.2514233 49.5565413,17.2514987 49.5564497,17.2515824 49.5563368,17.2516426 49.5562239,17.2516627 49.5560416,17.2516192 49.5559157,17.2515556 49.5558137,17.2514452 49.5556271,17.2514184 49.5555034,17.2514184 49.5553862,17.2514322 49.5552051,17.2514461 49.5551092,17.2514987 49.5549391,17.2515723 49.5547763,17.2517262 49.5545441,17.2519035 49.5543314,17.2523887 49.5538582,17.2529474 49.5533091,17.2538259 49.5523389)","89707232",Nemilanka,stream
"LINESTRING (17.2565329 49.5489458,17.2570372 49.5479947,17.2571661 49.5477523)","89711066",Nemilanka,stream
"LINESTRING (17.2571661 49.5477523,17.2573026 49.5474727,17.2579049 49.5462668,17.2593146 49.5452922,17.2605321 49.5444449,17.2607751 49.5441875,17.2609777 49.5439494)","89711067",Nemilanka,stream
"LINESTRING (17.2538259 49.5523389,17.2545417 49.5513654,17.2552457 49.5504663,17.255452 49.550201,17.2556725 49.5499373,17.2558999 49.5496533,17.2562903 49.5492036,17.2565329 49.5489458)","89711069",Nemilanka,stream
"LINESTRING (17.2699104 49.5344099,17.2706389 49.5340063,17.2709505 49.5336736,17.2711299 49.533352,17.2711975 49.5330134,17.2712621 49.5327484,17.2712568 49.532454,17.2711849 49.5320705,17.270991 49.5313027,17.2704422 49.5299228,17.2702943 49.5294257,17.2700205 49.5287873,17.269893 49.528374,17.2698498 49.5278681,17.2701121 49.5269371,17.2701872 49.5265108,17.2701898 49.5261646,17.2700404 49.5256976,17.2698443 49.5252734,17.2694924 49.5248847,17.2687149 49.5243273,17.267914 49.523923,17.26713 49.523474,17.2665894 49.5230735,17.2660685 49.5225436,17.2656429 49.5219807,17.2649093 49.5212041,17.2644396 49.5207907,17.2639565 49.5203995,17.261965 49.5187875,17.2617813 49.5186166,17.2614139 49.5181582,17.2612394 49.5178808,17.261149 49.5176573,17.2610996 49.5174268,17.2610647 49.5169668,17.2611112 49.5167433,17.2615285 49.5158438,17.2616076 49.5155948,17.2616558 49.5153759,17.261645 49.514905,17.2615364 49.5144781,17.261071 49.5135161,17.2608267 49.5127056,17.2607946 49.5122838,17.2608588 49.5118938,17.260963 49.5116249,17.2610908 49.5114083,17.2612315 49.5112381,17.2614568 49.5110415,17.2616734 49.5108884,17.2620398406825 49.510678273945)","89711070",Morava,river
"LINESTRING (17.2009452738793 49.6672854329824,17.2009443 49.6672334,17.2009725 49.6671773,17.2010615 49.6671266,17.2013968 49.6670172,17.201431 49.6669829,17.2014271 49.6669192,17.2012855 49.6666721,17.2011553 49.6665684,17.200949 49.6664718,17.2008884 49.6664019,17.2009232 49.6663119,17.2011542 49.666024,17.2012879 49.6659298,17.2014083 49.6658775,17.2019271 49.6657731,17.202059 49.6656461,17.202075 49.6654625,17.2020365 49.6653308,17.2020464 49.6652384,17.2022209 49.664994,17.2022402 49.6646882,17.2022936 49.66459,17.2024102 49.6644777,17.2027508 49.6643446,17.2029606 49.6641915,17.2030074 49.6641116,17.2030354 49.6640344,17.2029934 49.6638455,17.2029872 49.663346,17.2030915 49.6631096,17.2033319 49.6628813,17.2040211 49.6624823,17.2042804 49.6620805)","90936800",Benkovský potok,stream
"LINESTRING (17.1316692903594 49.6662450370547,17.1344216 49.6651094,17.1336601 49.6642308,17.1336664 49.6641316,17.1337313 49.6640618,17.1467199 49.6578274,17.1581727 49.6537935,17.1598306 49.6532401,17.1611743 49.652737,17.1665466 49.6508415)","95022530",Kobylník,stream
"LINESTRING (17.1284094569851 49.5913598997635,17.1290322 49.5913663,17.1310272 49.5920408,17.1314292 49.59213,17.1317085 49.592106,17.131835 49.5920698,17.1319599 49.5919902,17.132263 49.5917042,17.1325991 49.5913348)","109707287",Šumice,stream
"LINESTRING (17.1438886 49.6461485,17.144708 49.645827,17.1451675 49.6456652,17.146079 49.6454376,17.1476345 49.6452434,17.1484681 49.6449202,17.1486951 49.6447781,17.1498596 49.6436707,17.1507546 49.6433399,17.1516115 49.6431726,17.1532372 49.643543,17.1534862 49.6437176,17.1536761 49.6439325,17.1538409 49.6442453,17.1538946 49.6444868,17.1540785 49.6459699,17.1541432 49.6461545,17.1543982 49.646558,17.1545503 49.6469485,17.1591431 49.6466735,17.163985 49.6478764,17.1640432 49.6479256,17.165534 49.6505139,17.1656187 49.6505732,17.1665466 49.6508415,17.1689226 49.6515141,17.1690765 49.651627,17.1703905 49.6536837,17.1705505 49.6538595,17.17178 49.6549053,17.1718586 49.6550239,17.1723317 49.6562867,17.1725807 49.6575138,17.1726592 49.6577502,17.1734191 49.6590852,17.1736024 49.6592075,17.1746506 49.6595395,17.1773226 49.6609574,17.1777509 49.6610813,17.1778826 49.6610914,17.1793478 49.6612401,17.1805542 49.6610286,17.1809371 49.6609168,17.181182 49.6607709,17.1820615 49.6603838,17.182679 49.6600123,17.1828612 49.659868,17.1832449 49.6595617,17.1837205 49.6592712,17.1839773 49.6590763,17.1852261 49.6585956,17.1857159 49.6583521,17.1862688 49.6582632,17.1880655 49.6581916,17.1892955 49.6580301,17.1901926 49.6578406,17.1907646 49.6576547,17.1909006 49.6574878,17.1912797 49.657439,17.1913532 49.6573754,17.1914147 49.6570676,17.1913372 49.6569128,17.1914423 49.6567784,17.1913704 49.656709,17.1911294 49.6566109,17.1910652 49.656552,17.1910528 49.6564944,17.1911177 49.6562659,17.1912732 49.6561895,17.1918462 49.6561184,17.1919097 49.6560998,17.192059 49.656008,17.1930159 49.6548349,17.19317 49.6546952,17.1933622 49.6546901)","111444339",Cholinka,stream
"LINESTRING (17.3586201 49.593905,17.3586145 49.5937491)","152469038",,stream
"LINESTRING (17.3586145 49.5937491,17.3585814 49.5934741,17.3578349 49.5932603)","152469045",,stream
"LINESTRING (17.3578349 49.5932603,17.3575394 49.5931708,17.3574628 49.5931742,17.35703 49.5932657,17.3569785 49.5932724,17.3568149 49.5932935,17.3564721 49.5933201,17.3564492 49.5933307,17.3564018 49.5933527,17.3562982 49.593554,17.3562226 49.5936735,17.3561056 49.5937028,17.355667 49.5936148,17.3555997 49.5935868,17.3554465 49.593587,17.3554037 49.5935824,17.3553097 49.5935777,17.3552268 49.5936024,17.3551046 49.5936638,17.3549935 49.5936821,17.3548912 49.5936935,17.3548098 49.5936878,17.3544945 49.5936365,17.3543477 49.5936126,17.3539113 49.5934969,17.3532989 49.5933989,17.3527843 49.5933594,17.3525703 49.5933842,17.3524632 49.5934368,17.3519948 49.5937978,17.3517188 49.5939126,17.3506419 49.5941111,17.3502177 49.5941512,17.3497226 49.5942583,17.3490872 49.5941678,17.3486431 49.5943817,17.3481662 49.5944904)","152469051",,stream
"LINESTRING (17.3588587 49.5941339,17.3587631 49.5940893,17.3586262 49.5940013,17.3586201 49.593905)","152469106",,stream
"LINESTRING (17.2429834906502 49.6664677154074,17.2429743 49.6664286,17.242991 49.6660888,17.2430401 49.6658259,17.2431707 49.6653899,17.2432503 49.6648294,17.2433401 49.6646516,17.2436645 49.6641644,17.2438873 49.663991,17.2439998 49.6638585,17.2440744 49.6636932,17.2441753 49.6635952,17.2444574 49.6634277,17.244524 49.6633439,17.2445341 49.6629283,17.2445763 49.6628332,17.2446409 49.6627494,17.2449804 49.6625342,17.2450533 49.6624532,17.2451195 49.6618904,17.2451146 49.6616692,17.2451613 49.6615932,17.2456942 49.6611522,17.2464565 49.6603125,17.2466497 49.6599794,17.246687 49.6597816,17.2466779 49.6596028,17.2465025 49.6582666,17.246501 49.6578894,17.2465192 49.6577444,17.246581 49.6576719,17.24675 49.6576122,17.2468087 49.6575595,17.246828 49.6573124,17.2467042 49.6570041,17.2467304 49.6566809,17.2466337 49.6561924,17.2464867 49.6558711,17.2464483 49.6556471,17.246564 49.6554182,17.2469198 49.6551159,17.247041 49.6548743,17.2470253 49.6544207,17.2470521 49.6539015,17.2469846 49.6532706,17.2470097 49.6531641,17.2472149 49.6528326,17.2472507 49.6527247,17.2474364 49.6518238,17.2476115 49.6513397,17.247994 49.6509774,17.2480562 49.6504708,17.2481261 49.6502625,17.2483363 49.6499261,17.2485517 49.6493268,17.2487149 49.6491157,17.2489093 49.6483894,17.2491428 49.6478894,17.2491799 49.6468066,17.2493745 49.6457421,17.2494859 49.6454536,17.2494017 49.645194,17.2491143 49.6448579,17.2490254 49.6446024,17.248694 49.6441175,17.2486208 49.643928,17.2477828 49.642285,17.2471873 49.6411747,17.2467702 49.6406008,17.2464629 49.6403306,17.2461872 49.6401977,17.2433593 49.6391585)","158958623",Sitka,stream
"LINESTRING (17.3253916 49.5944516,17.3253375 49.5941599)","170255707",,stream
"LINESTRING (17.2900051 49.6157779,17.2891286 49.6148457,17.2879782 49.6134625,17.2876967 49.6131545,17.2872785 49.6127873,17.2859232 49.6113329,17.284753 49.6099576,17.2833959 49.6084847,17.2820603 49.6068654,17.2794049 49.6037965,17.2781146 49.6023486,17.2773628 49.6015381,17.2767626 49.6007033,17.2765531 49.6004628,17.2765529 49.6002966,17.276795 49.5985721,17.2768743 49.5982952,17.2771057 49.5978617,17.2775047 49.5974849,17.2780362 49.5971311,17.2791385 49.5964287,17.2795115 49.5960658)","172899124",Adamovka,stream
"LINESTRING (17.3509061 49.607092,17.3507803 49.6069954,17.3505103 49.6068869,17.3501584 49.6068427,17.3500076 49.6067935,17.3489801 49.6063376,17.3484339 49.6061841,17.3483909 49.6055892,17.3483305 49.6054501,17.3482006 49.6053917,17.3474897 49.6050722,17.347343 49.6049761,17.3472061 49.6045803,17.3470673 49.604404,17.3467313 49.6038313,17.3460608 49.603295,17.3459017 49.6029542,17.3456809 49.6022325,17.3456353 49.6016531,17.3458766 49.6004881,17.34589 49.6001477,17.3456929 49.5997501,17.344973 49.598575,17.3447822 49.598311,17.344701 49.5982632,17.3441988 49.5981876,17.3437799 49.5979061,17.3432778 49.5978279,17.3430473 49.5977128,17.3429392 49.5976174,17.3425141 49.5970737,17.342444 49.596909,17.3424034 49.5965013,17.3423334 49.5963857,17.3421841 49.5963667,17.3418506 49.5965008,17.3416959 49.5964561,17.3416509 49.596376,17.3412333 49.595419,17.341108 49.5949719,17.3411132 49.5948774)","172908847",,stream
"LINESTRING (17.3521026 49.6084793,17.3517918 49.6080133,17.3516628 49.607839,17.351146 49.6073769,17.3509061 49.607092)","172908848",,stream
"LINESTRING (17.2931774 49.5609636,17.2927181 49.5608948,17.2951122 49.5557861,17.2959184 49.5540215,17.2959481 49.5538645,17.2962641 49.5531355)","174860282",,stream
"LINESTRING (17.2110723 49.5560272,17.2100985 49.5533787,17.2101353 49.5531659,17.2102459 49.5529788,17.210423 49.5528073,17.2134273 49.5505459,17.2145517 49.5500288,17.2187989 49.5482434,17.2189356 49.5480741,17.2195591 49.5469829,17.2197837 49.5466893,17.2205062 49.5462267,17.2215317 49.5456896,17.2229091 49.5452153,17.2236191 49.5448702,17.2266877 49.5424902,17.2267445 49.5424225,17.2273082 49.5411325,17.2278349 49.5405091,17.2295659 49.5380294,17.2305223 49.5359523,17.2306912 49.5354045,17.2309218 49.5344359,17.2318996 49.5322428,17.2340513 49.5299875,17.2355664 49.52872,17.2358346 49.5284371,17.2359333 49.5280226,17.2359622 49.5276557,17.2360268 49.5275288,17.2369607 49.5262142,17.2372852 49.5256688,17.2377527 49.5239201,17.2377841 49.5231855,17.2376286 49.5225802,17.2375038 49.5222446,17.2366766 49.5207443,17.2366079 49.5206508,17.2364623 49.5205571,17.2301009 49.5183801,17.2296802 49.5183497,17.2246357 49.518618,17.2238937 49.5185546,17.222372 49.5183484,17.2222334 49.5183061,17.2220213 49.5181129,17.2210955 49.5168784,17.2208227 49.5167115,17.2197712 49.5162187,17.2195687 49.5161484,17.2191813 49.5161116,17.2170813 49.5160318,17.216736 49.5159949,17.2163569 49.5158813,17.2133743 49.5148873,17.213261 49.5148333,17.2127865 49.5143916,17.2120246 49.5138524)","179895002",Romza,stream
"LINESTRING (17.2120894 49.5583114,17.2119669 49.5582066,17.2118827 49.5581282,17.211832 49.5580458,17.2117655 49.5577171,17.2117483 49.5572574,17.211681 49.5569336,17.211535 49.5566487,17.2110723 49.5560272)","179895004",Romza,stream
"LINESTRING (17.2255825 49.6120434,17.2260201 49.6122235,17.2260485 49.6123741,17.2264227 49.6127826,17.2273714 49.6133285,17.2273303 49.6135453,17.2273807 49.6136469,17.2283078 49.613929,17.2288075 49.614138,17.2293126 49.6142868,17.2296689 49.6143427,17.2316422 49.6144353,17.2327416 49.6145352,17.2328047 49.6145409)","180529731",,stream
"LINESTRING (17.2231292 49.6165937,17.2247606 49.6172786,17.2268522 49.6179667,17.2270596 49.6180357)","180529732",,stream
"LINESTRING (17.2000722 49.6441515,17.2000485 49.6440684,17.2000308 49.6440185,17.1999656 49.6439584,17.2000308 49.6438931,17.2000502 49.6438184,17.2000169 49.6437497,17.1999867 49.6436461,17.2000024 49.6435637,17.2001139 49.6434303,17.2002215 49.6433514,17.2003028 49.6432843,17.2003408 49.6431985,17.2003067 49.6431119,17.2002556 49.6430482,17.2001729 49.643004,17.200072 49.6429811,17.1999395 49.6429513,17.1998647 49.6429191,17.1997782 49.6428673,17.1997401 49.6428265,17.1997047 49.6427645,17.1996982 49.6427093,17.1997178 49.6426405,17.1997651 49.6425658,17.1998254 49.6425165,17.1999133 49.6424706,17.1999697 49.6424307,17.199988 49.6423883,17.2000129 49.6423127,17.2000116 49.6422507,17.2000339 49.6421972,17.200089 49.6421513,17.2001926 49.6421003,17.2002831 49.6420655,17.2003736 49.6420027,17.2003828 49.6418387,17.2003736 49.6417518,17.2003539 49.6416867,17.2003513 49.6416196,17.2003592 49.6415661,17.2004405 49.6415186,17.2005126 49.6414752,17.2006018 49.641437,17.2006635 49.6414311,17.2007304 49.641443,17.2007828 49.6414769,17.200914 49.6414982,17.2009809 49.6414914,17.2011041 49.6414506,17.2012238 49.6414428)","180660068",,stream
"LINESTRING (17.1987667 49.6405495,17.1989792 49.6407464,17.1990942 49.6408829)","180665240",,stream
"LINESTRING (17.1990942 49.6408829,17.1990617 49.6410515,17.1991347 49.6413519,17.1990752 49.641776,17.1991002 49.6418215,17.2066915 49.6421876,17.2071851 49.642252,17.2076683 49.6424162,17.2077297 49.6424868)","180665241",,stream
"LINESTRING (17.2303279 49.5720395,17.2302152 49.5716889,17.2301429 49.571557,17.2301217 49.5714552,17.230124 49.5713745,17.2301674 49.5713228,17.2312204 49.5707206,17.2316648 49.5705535,17.2325252 49.5701396,17.2328188 49.5700548,17.2331046 49.569917,17.2337668 49.5695383,17.2342745 49.5691914,17.2349421 49.5688005,17.2351099 49.5687422,17.2353723 49.5687436,17.2361111 49.5686091,17.2363243 49.5686034)","180680879",Nemilanka,stream
"LINESTRING (17.2284572 49.5737541,17.2287643 49.5734933)","180684153",Nemilanka,stream
"LINESTRING (17.229799 49.5726393,17.2299712 49.5725063,17.2301263 49.5723571,17.2303307 49.572185,17.2303447 49.5721488,17.2303238 49.5720755,17.2303279 49.5720395)","180684154",Nemilanka,stream
"LINESTRING (17.2996175 49.569911,17.2971643 49.5695644,17.2936969 49.5689293,17.2925878 49.5687607)","181453245",Přáslavická svodnice,stream
"LINESTRING (17.3193315 49.593467,17.3191133 49.5934384,17.3183585 49.5933233,17.3153879 49.5930254,17.3148001 49.5930049,17.3142322 49.5930184,17.3136255 49.5930867,17.3121395 49.5933105,17.3112479 49.5935527,17.3104936 49.5937655,17.3095715 49.593952,17.308444 49.5942718,17.3079757 49.5943626,17.3066615 49.5945071,17.3043023 49.5947008,17.3039108 49.594772)","183845988",Bystřice,stream
"LINESTRING (17.3195576 49.5934599,17.3193315 49.593467)","183845990",Bystřice,stream
"LINESTRING (17.3039108 49.594772,17.3034003 49.5948885,17.3029004 49.5950155,17.3019829 49.5953327,17.3014203 49.5956021,17.3009226 49.5958333,17.2984022 49.5971957,17.2974467 49.5975476,17.2964191 49.597693,17.2952787 49.5978022,17.2950681 49.5978334,17.2936509 49.5980436,17.2924255 49.5981282,17.2906791 49.598333,17.289991 49.5983848,17.2893877 49.5983652,17.2889451 49.5983103,17.2876921 49.5980422,17.2867171 49.5976827,17.2856013 49.5970618,17.2844866 49.5966776,17.2838367 49.5965606,17.2834336 49.5965096,17.2825359 49.5965019,17.2810257 49.5967218,17.280629 49.5967129,17.2802576 49.5966222,17.2798619 49.5964381,17.2795115 49.5960658,17.2791673 49.595854,17.2790147 49.5958011,17.2786738 49.5957343,17.2782958 49.5957135,17.2777239 49.595682,17.276759 49.5957008,17.2755493 49.5958095,17.2748456 49.5959111,17.2739181 49.5959813,17.2734056 49.5959687,17.2731342 49.5959069,17.272756 49.5957754,17.2723201 49.5955181,17.2701883 49.5939555,17.2697452 49.5934607,17.2693535 49.5931654,17.2688828 49.5929276,17.2681714 49.5927602)","183846008",Bystřice,stream
"LINESTRING (17.2813793 49.5965698,17.2814172 49.5966651,17.2814535 49.5967638)","205079335",,weir
"LINESTRING (17.2120698 49.6074992,17.212253 49.6076166)","213551248",,stream
"LINESTRING (17.212253 49.6076166,17.212416 49.607721,17.2127853 49.6078686,17.2129539 49.6079951,17.2132034 49.6083044,17.2138937 49.607981,17.2143802 49.608174,17.2151657 49.6084168,17.2163129 49.6086523,17.217693 49.6090704,17.2192952 49.6096562,17.2195965 49.6097918,17.2196834 49.6099085,17.2196799 49.6100066,17.219741 49.6100888,17.2198271 49.6101347,17.2204079 49.6103464,17.2220982 49.6108144,17.2240515 49.6114644,17.2255825 49.6120434)","213551249",,stream
"LINESTRING (17.1444279979954 49.6683847938338,17.1537139 49.6646491,17.1561572 49.6637827,17.1578981 49.6632223,17.1582414 49.6630224,17.1586441 49.6627445,17.1587046 49.6626728,17.1589286 49.6618871,17.1590081 49.6617352,17.1591364 49.6615947,17.1594352 49.6613705,17.1598198 49.6610168,17.1602124 49.6608204,17.1606999 49.6606686,17.1611997 49.6605648,17.161431 49.6605286,17.1619765 49.660512,17.1624713 49.6605645,17.1627509 49.6606336,17.1635652 49.6609455,17.1641074 49.661087,17.1647756 49.6610942,17.1652895 49.6610072,17.1662649 49.6607357,17.1666602 49.6605501,17.1672461 49.6598652,17.167399 49.6598033,17.168239 49.659261,17.1690556 49.6587885,17.1707357 49.6579022,17.1709574 49.6577966,17.1725807 49.6575138)","218878037",Roudník,stream
"LINESTRING (17.1933622 49.6546901,17.1935428 49.6546976,17.1937283 49.6547083)","219281498",Cholinka,stream
"LINESTRING (17.1937283 49.6547083,17.1945951 49.6547073,17.1951258 49.6546199,17.1956114 49.6544988)","219281499",Cholinka,stream
"LINESTRING (17.1790524 49.6226743,17.1787278 49.6229213,17.1785398 49.6231935,17.1779137 49.6234712,17.177583 49.6237226,17.1768356 49.6239507,17.176107 49.624108,17.1749544 49.624413,17.1716389 49.6261621,17.1701344 49.6269919,17.1700409 49.6271115,17.1700221 49.6272483,17.1700559 49.6274403,17.1705354 49.6294939,17.1707464 49.6301118,17.173101 49.6348047,17.1741035 49.6367169,17.1742166 49.6368591,17.1744153 49.636907,17.1750882 49.6368668,17.1799965 49.6364947,17.1805227 49.6365144,17.1816706 49.6366392,17.1817289 49.6366584,17.1817616 49.6366722,17.1819366 49.6368633,17.1821073 49.6370731,17.1827094 49.6375305,17.1827833 49.637605,17.1828276 49.6377014,17.1828684 49.6378166,17.1828404 49.6379763,17.1827888 49.6382566,17.1827669 49.6384905,17.1827768 49.6386283,17.1828636 49.6387199,17.1830545 49.6387449,17.1853706 49.6388112)","227035121",Skrbeňská svodnice,stream
"LINESTRING (17.2136324 49.6159819,17.2138634 49.6159793)","247598841",,stream
"LINESTRING (17.2138634 49.6159793,17.2162372 49.6158768,17.2164768 49.6158751,17.2193067 49.6160628,17.2219484 49.616278,17.2225232 49.6164014,17.2231292 49.6165937)","247598844",,stream
"LINESTRING (17.3130741 49.5892443,17.312655 49.5888698)","289523633",Hamerský náhon,stream
"LINESTRING (17.312655 49.5888698,17.3122026 49.5884657,17.3117347 49.5881306,17.3111974 49.5878078,17.3108029 49.5875287,17.3084886 49.5860386,17.307853 49.5856188,17.307527 49.5854823,17.3061393 49.5845434,17.3054756 49.5840461,17.3043598 49.5832769,17.3025411 49.5820869,17.2997132 49.579646,17.2989248 49.57901,17.2986454 49.5788439,17.2973572 49.5778051,17.2968236 49.5774907,17.2958414 49.5771345,17.2953976 49.5769381,17.2947251 49.5767775,17.2943979 49.5767325,17.2942496 49.5766775,17.2939744 49.5765373,17.2936757 49.5763181,17.2930849 49.5761231,17.2929641 49.576036,17.2928649 49.5759273,17.2927419 49.5757064,17.2927254 49.5755638,17.2927587 49.5753731,17.2930341 49.5744904,17.2931285 49.5739485,17.2931047 49.5737785,17.2928714 49.5734692,17.2927927 49.5732992,17.2923694 49.5727664,17.2921157 49.5726016,17.2915445 49.5723245,17.2914414 49.5722282,17.2913877 49.5719992,17.2914147 49.5718838,17.291763 49.5712831,17.2919232 49.5705274,17.2925878 49.5687607,17.2925741 49.5686164,17.2904796 49.5672099,17.2901248 49.566989,17.287443 49.5655935,17.2872586 49.5655022,17.2866898 49.5652453,17.2863681 49.5651557,17.2845609 49.5649671,17.2829415 49.5648993,17.2819841 49.5649222,17.2811005 49.5650376,17.2799079 49.5652726,17.2794099 49.5652579,17.2791069 49.5652092,17.2787282 49.5650763,17.2785944 49.5649672,17.2768684 49.563063,17.2738622 49.562632,17.2731069 49.5624769,17.2728994 49.5624868,17.2724567 49.5626228,17.2720878 49.5626943,17.2713026 49.5628336,17.2711282 49.5628347,17.2709508 49.5627967,17.2704868 49.5625902,17.2700226 49.5624462,17.2696998 49.5623901,17.2693899 49.5623833,17.2689213 49.56247,17.2686334 49.5624156,17.2685378 49.5623639,17.2684334 49.5622288,17.2682284 49.5615196,17.2682878 49.5611254,17.2685783 49.5606541,17.2685802 49.5603405,17.2685474 49.5601529)","289523634",Hamerský náhon,stream
"LINESTRING (17.1384712 49.6007883,17.13838 49.6004351,17.1384465 49.6001791,17.1384397 49.5996387,17.1383314 49.599201,17.1378262 49.5984102,17.137872 49.598184,17.138063 49.5980549,17.1379803 49.5978654,17.137691 49.5975617,17.1376149 49.5971921,17.1372346 49.5968826,17.1369359 49.5957015,17.1368042 49.5955891,17.1366458 49.5954911)","302368131",Dubčanka,stream
"LINESTRING (17.1366458 49.5954911,17.1351685 49.5945768,17.1349364 49.5944401)","302368132",Dubčanka,stream
"LINESTRING (17.1267534493324 49.5533179674944,17.1267916 49.5533462,17.1269733 49.5535669,17.1271153 49.5539062,17.1273525 49.5542378,17.128951 49.5560203,17.1291028 49.5563363,17.1291164 49.5572951)","316693284",Deštná,stream
"LINESTRING (17.1291164 49.5572951,17.1301762 49.5573158,17.1340067 49.5576433,17.1352414 49.5580392,17.1375661 49.5582599,17.1389659 49.5586055,17.1394383 49.5586859,17.1399165 49.5586851,17.1405148 49.5584838,17.1411613 49.5583938,17.1417699 49.5585328,17.1483312 49.5598462)","321988485",Deštná,stream
"LINESTRING (17.1483312 49.5598462,17.1554297 49.5611391)","321988486",Deštná,stream
"LINESTRING (17.1841287 49.572371,17.1822049 49.5724959,17.1817366 49.5724884,17.1807123 49.5723755,17.1798043 49.5723257,17.1787265 49.5724464,17.1767599 49.5723836,17.1760645 49.5725781,17.1757713 49.5728373,17.1751351 49.5731928)","322001166",Hněvotínský potok,stream
