WKT,osm_id,name,waterway
"LINESTRING (17.2076177 49.6483278,17.208087 49.6481795,17.2083524 49.648183,17.2088335 49.6482737,17.2092225 49.6481725,17.2098613 49.6481804,17.209989 49.648072,17.2100867 49.6476773,17.2102357 49.647408,17.2107424 49.6471093,17.2108967 49.6469565,17.2109264 49.6468774,17.2109386 49.646566,17.2109764 49.6465109,17.211192 49.6463984,17.2117518 49.6462018,17.2123712 49.6456977,17.212505 49.6455294,17.2125839 49.6453364,17.2127003 49.6452487,17.2132371 49.6450098,17.2138008 49.6448643,17.214426 49.6449152,17.2149528 49.6449005,17.2154061 49.6447158,17.2155164 49.6446181,17.2155565 49.6445042,17.2155381 49.644359,17.2154801 49.6442269,17.2153324 49.6438981,17.2147956 49.6429993,17.2148074 49.6427534,17.2149675 49.6424549,17.2150301 49.6422144,17.2150092 49.6421057,17.2148767 49.6419143)","81901526",,river
"LINESTRING (17.1588877267915 49.6681035265662,17.163903 49.6651717,17.1695189 49.6637298,17.1745909 49.6625285,17.1763761 49.6621246,17.1775964 49.6618498,17.17767 49.6618099,17.1777062 49.6617464,17.1778826 49.6610914)","81902719",,stream
"LINESTRING (17.2055434 49.6065273,17.2061302 49.6064974,17.2065714 49.6065311,17.20732 49.6066101,17.2078314 49.6067418)","81902747",,stream
"LINESTRING (17.2091579 49.6298682,17.2094045 49.6298955,17.2128081 49.629905)","81902873",,stream
"LINESTRING (17.2791873 49.5124274,17.2798221 49.5124267,17.2814629 49.5121787,17.2817055 49.5121653,17.2821849 49.5121786,17.2829599 49.5122861,17.2836336 49.5122922,17.2838141 49.5122766,17.2841715 49.5120762,17.2846122 49.5120293,17.2854153 49.5120418,17.2855682 49.5119321,17.285978 49.5114736,17.2862007 49.5113733,17.2865057 49.5113089,17.2865961 49.5112899,17.2871116 49.5112649,17.2873831 49.5111901,17.2874537 49.5111254,17.28749 49.5110047,17.2874503 49.5106957,17.2876973 49.5104944,17.2882304 49.5103461,17.2889145 49.510364,17.2892621 49.5102906,17.2896580554488 49.5101422772292)","81903296",,stream
"LINESTRING (17.3071551674008 49.6652194629379,17.3066086 49.6645071,17.3065138 49.6644234,17.3063105 49.664276,17.3060606 49.6641845,17.3058409 49.6641473,17.3055012 49.6640708,17.3053993 49.6640774,17.3051013 49.6641861,17.3049899 49.664191,17.3042653 49.6640332,17.303633 49.6640117,17.3032663 49.6639628,17.3015241 49.6641024,17.3011045 49.6640936,17.2991118 49.6637264,17.2985686 49.6635589,17.2982631 49.6634251,17.2981482 49.6633417,17.2976163 49.6627685,17.2970817 49.6623952,17.2967222 49.6620101,17.2963791 49.6617817,17.2958817 49.6615526,17.2955463 49.6613593,17.2948559 49.6611493,17.2934217 49.6604618,17.293254 49.6603233,17.2929483 49.6599148,17.2919887 49.6590447,17.2916166 49.6587478,17.2914438 49.658651,17.2883916 49.6579553,17.2877415 49.6577778,17.2874821 49.6575728,17.2872724 49.6572199,17.2871313 49.6570433,17.2869708 49.656914,17.2867906 49.6568232,17.2856543 49.6564152,17.2838262 49.6559793,17.2824535 49.6555979,17.27514 49.6529943,17.2745762 49.652716,17.2742042 49.6524688,17.2734462 49.6521417,17.271613 49.6509268,17.2715427 49.6508673,17.2712809 49.6505321,17.2706141 49.6495334,17.2698152 49.6483879,17.2697285 49.6482144,17.2696343 49.6477916,17.2695239 49.6472958,17.2695345 49.6470706,17.269664 49.6464082,17.2696131 49.6460659,17.2696051 49.6460123,17.2695415 49.6458867,17.268674 49.6438049,17.2685353 49.6435197,17.2675999 49.6418454,17.2671226 49.6411328,17.2664833 49.6401978,17.2660373 49.6396249,17.2649706 49.6375208,17.2641929 49.6364152,17.2633157 49.6349151,17.2620422 49.6326285,17.2620285 49.6326111,17.261185 49.6303883,17.2610862 49.6302472,17.2607639 49.6299846,17.2606666 49.6298608,17.2606386 49.6297809,17.2606118 49.6296871,17.2605474 49.6292857,17.2603902 49.6283582,17.2601665 49.6267748,17.2599736 49.6260561,17.2599125 49.6258828,17.2597678 49.6254728,17.2595314 49.6247707,17.2584732 49.6226776,17.2574721 49.6217617,17.2571068 49.621102,17.2567723 49.6189024)","81915295",Trusovický potok,stream
"LINESTRING (17.3387356 49.6254886,17.3386516 49.6253973,17.3384306 49.6249403,17.3381973 49.6247117,17.3379289 49.6245341,17.3377964 49.6245163,17.3374833 49.6245989,17.3365105 49.6246689,17.3356844 49.6245665,17.3351188 49.6244557,17.3343066 49.6244023,17.3335729 49.6243976,17.3333679 49.6244306,17.331996 49.6244217,17.3317872 49.6243708,17.3317627 49.6243,17.3300989 49.6242305,17.3277002 49.6237165,17.3276246 49.6237474,17.3275631 49.6239574,17.3274152 49.6239681,17.3255979 49.6235908,17.3243938 49.6232607,17.3231512 49.6228421,17.3222515 49.6225127,17.3188108 49.6209597,17.3184697 49.6207926,17.3182999 49.6206709,17.3182889 49.6206141,17.3183216 49.6205665,17.3191844 49.6195303,17.3193085 49.6194223,17.3115021 49.6154392,17.3085557 49.6139414,17.3034508 49.6125917)","81921929",Adamovka,stream
"LINESTRING (17.2162899 49.6226989,17.2164022 49.6226645,17.2171827 49.6228443,17.2175643 49.6230048,17.2181507 49.6233257,17.2175696 49.6237407,17.218101 49.6245045,17.2208625 49.6243517)","81922642",,stream
"LINESTRING (17.1829875 49.6552281,17.1849633 49.6547759,17.185146 49.6546982,17.1867941 49.6535237,17.1870619 49.6533052,17.187226 49.6531041,17.1883518 49.6499625,17.1895891 49.646701)","81922919",,stream
"LINESTRING (17.3447687 49.6447455,17.3446855 49.6450031,17.3445816 49.646402,17.3442599 49.6470464,17.3440797 49.6476688,17.3441037 49.6482966,17.3440775 49.6484191,17.3439317 49.6487104,17.3436496 49.6491043,17.3431755 49.6495691,17.343081 49.6496966,17.3430064 49.6499412,17.3430049 49.6501894,17.3429515 49.6504137,17.3428522 49.6506031,17.3426623 49.650802,17.3423164 49.6510664,17.3416545 49.6513683,17.3410462 49.6515305,17.3405221 49.6516037,17.3393491 49.6516292,17.3389507 49.6516755,17.3369998 49.6521016,17.3361479 49.652177,17.3356879 49.6521843,17.333889 49.6520925,17.3330111 49.652173)","81922927",,stream
"LINESTRING (17.2050449 49.6582455,17.2051785 49.658043,17.2051298 49.6579392,17.2048028 49.6578437,17.2046732 49.657736,17.2046098 49.6576025,17.2045904 49.6574586,17.2046812 49.6572609,17.2046322 49.6571544,17.2045334 49.6570494,17.2044934 49.656939,17.2045399 49.6568407,17.2046868 49.6567977,17.204874 49.6568161,17.2050242 49.6567779,17.2051484 49.6566595,17.2051759 49.6563853,17.2052711 49.6562504,17.2054511 49.6561753,17.2059455 49.6561006,17.2064637 49.6557952,17.2068665 49.6556082,17.2075066 49.6555913,17.2080868 49.6554072,17.2084069 49.6552382,17.2085696 49.6550289,17.2088271 49.6548329,17.2088167 49.6545233,17.2088728 49.6543626,17.2091425 49.6540447,17.2094676 49.6538358,17.2094592 49.6535273,17.2095383 49.6533945,17.2098129 49.6532098,17.2098629 49.6528408,17.2099093 49.6527359,17.2102734 49.6524098,17.2103384 49.6522371)","81924940",,stream
"LINESTRING (17.3098256 49.6529229,17.3096703 49.6529159,17.3095059 49.652855,17.3093333 49.6527675,17.3091345 49.6525677,17.3088706 49.6524741,17.3094094 49.6506628)","81924967",,stream
"LINESTRING (17.3410269 49.633375,17.340933 49.6332952,17.3407911 49.6332055,17.3402923 49.6330214,17.3399278 49.6329446,17.3394732 49.632954,17.3387423 49.6331954,17.3381651 49.6331893,17.337961 49.6332177,17.3377769 49.6332989,17.337559 49.6333285,17.3373422 49.6333171,17.3365873 49.6332308,17.3357228 49.6329979,17.3351472 49.6327916,17.3345739 49.632688,17.3344578 49.6326958,17.3343269 49.6327823,17.3341042 49.6328029,17.3338242 49.6328968,17.3333158 49.6331731,17.3330221 49.6332841,17.3327563 49.6333029,17.3323661 49.6333811,17.3322129 49.6333754,17.331786 49.6332585,17.3310857 49.6329625,17.3305061 49.6328716,17.3295989 49.6324905,17.3286985 49.632372)","81925022",,stream
"LINESTRING (17.3496516 49.6423589,17.3498478 49.6422531,17.3500919 49.6421913,17.3503426 49.6422128,17.3511548 49.6423765,17.3513546 49.6424398,17.3530188 49.6431867,17.3532095 49.6432166,17.3534611 49.6431995,17.3539941 49.6430281,17.3554816 49.6430896,17.355942 49.6430315,17.3561483 49.6429633,17.3563133 49.6428674,17.3566902 49.6425558,17.3571233 49.6418922,17.3573475 49.6414466,17.3576868 49.6410753,17.3579638 49.6409186,17.3583109 49.6407791,17.360443 49.6401878,17.3609305 49.6398848,17.3613502 49.6395223,17.3619261 49.6388227,17.3626137 49.6377357,17.3630702 49.6368407,17.3631868 49.6364115,17.3632785 49.6360396,17.3639709 49.6353096,17.3645674 49.6347497,17.3646437 49.6346257,17.364766 49.6343278,17.3648406 49.6338462,17.3649314 49.6335274,17.3647411 49.6332151,17.3647493 49.6331801,17.3648944 49.6328552,17.3650524 49.6322971,17.3652017 49.632008,17.365309 49.6317109,17.3653462 49.6315542,17.365368 49.6311412,17.3656276 49.6306931,17.3656436 49.6304443,17.3657016 49.6303106,17.3659039 49.6300913,17.3659626 49.629926,17.3661793 49.6298382,17.3664342 49.6297929,17.3670732 49.629439,17.3673888 49.6292132,17.368094 49.6284715,17.3682381 49.628145,17.3682192 49.6278129,17.3680359 49.6273837,17.3678884 49.626894,17.3674874 49.6261245,17.3673934 49.6260735,17.367267 49.6258222,17.3670745 49.6255473,17.3668524 49.6253917,17.3666431 49.6251745,17.3662799 49.6245551,17.3660108 49.6242948,17.3655253 49.6237013,17.3654344 49.6236309,17.3650524 49.6234016,17.3643766 49.6231106,17.3641434 49.6229312,17.3640111 49.6227468,17.3639005 49.6226657,17.3638767 49.6225866,17.3639366 49.622506,17.3639393 49.6224195,17.3637503 49.6223016,17.3636096 49.6221147,17.3632458 49.6218924,17.3631211 49.6216719,17.3630431 49.6214479,17.3629168 49.621256,17.3625415 49.6209702,17.3622434 49.6208558,17.3620061 49.6204459,17.3613629 49.6198138,17.3612373 49.6197266,17.3610205 49.6196829,17.3605799 49.6197484,17.3602425 49.6197511,17.3597248 49.6198158,17.3594083 49.6198281,17.3590038 49.6197726,17.3584835 49.6198326,17.3581878 49.6198104,17.3579138 49.6197094,17.3574849 49.6196712,17.3570551 49.6194996,17.3563731 49.619425,17.3560884 49.6193387,17.3559395 49.6192637,17.3556762 49.6190604,17.3555986 49.6188386,17.3555931 49.6185837,17.3556794 49.6182961,17.3558647 49.6179723,17.3562864 49.6173726,17.3569837 49.6161993,17.3570012 49.616047,17.3569519 49.6157173,17.3566232 49.6153162,17.3565798 49.6152129,17.35659 49.6149863,17.3566636 49.6145497,17.3566886 49.6144689,17.3568045 49.6142964,17.3570746 49.6140403,17.357134 49.6138761,17.3572856 49.6138327,17.3575099 49.6136976,17.3578919 49.6135955,17.3580399 49.6135237,17.3583684 49.613239,17.3585529 49.6131404,17.3586625 49.6128662,17.3587315 49.6127935,17.3591892 49.6125933,17.3593604 49.6124834,17.3595602 49.6122724,17.3596782 49.6120876,17.3598081 49.6120244,17.3598015 49.6119191,17.3598825 49.6117395,17.3599055 49.6116218,17.3598806 49.6114917,17.3597513 49.6112401,17.3596956 49.6110455,17.3597243 49.6110219,17.359678 49.6109684,17.3596305 49.6107431,17.3595827 49.6106826,17.3593771 49.6105615,17.3591652 49.6103464,17.3591012 49.6100601,17.3591506 49.6099474,17.3590972 49.6097888,17.3590136 49.6096497,17.3588684 49.6095236,17.3587986 49.6093429,17.3587965 49.6091511,17.3587544 49.6090684,17.3586475 49.6089767,17.3587593 49.6087942,17.3590467 49.6084989,17.3592622 49.6084741,17.3595605 49.6083114,17.3597053 49.6080794,17.3597317 49.6079063,17.3599317 49.6075752,17.3602095 49.6074057,17.3603123 49.6072667,17.3603031 49.6070595,17.3601812 49.6066832,17.3602483 49.6062364,17.3597795 49.6059848,17.3596462 49.6057139,17.3596573 49.605642,17.359747 49.6056072,17.3599795 49.6056486,17.3600909 49.6056452,17.3601576 49.6055956,17.3601923 49.6055208,17.3600927 49.6051654,17.359935 49.6049509,17.3599061 49.6048636,17.359752 49.6047185,17.3598103 49.6046433,17.3597319 49.6044295,17.3596133 49.6043701,17.3594333 49.6043701,17.3593897 49.604281,17.3594243 49.6041309,17.3596177 49.6039549,17.3600039 49.6039458,17.3601423 49.6040398,17.3601877 49.6040013,17.3601806 49.6039673,17.36024 49.6038811,17.3602594 49.6038103,17.3600405 49.603577,17.3602968 49.603539,17.3604583 49.603047,17.3604458 49.6027887,17.3604674 49.6025677,17.3605992 49.6021498,17.3603917 49.6012012,17.3604872 49.6002186,17.3608179 49.5998881,17.3613483 49.5995606,17.3619682 49.5992292,17.3631691 49.5987374,17.3640717 49.5982827,17.3640972 49.5981606,17.3639431 49.5979214)","81925285",Lošovský potok,stream
"LINESTRING (17.3658760174207 49.5583432751254,17.3656274 49.5583897,17.36538 49.5583153,17.3652648 49.5582461,17.3652364 49.5581505,17.365275 49.5580562,17.3654164 49.557961,17.3649352 49.5575729,17.3647742 49.5574003,17.3647635 49.5572742,17.3647163 49.5571988,17.3647641 49.5571572,17.3648839 49.5571476,17.3649268 49.5570754,17.3648772 49.5569904,17.3644982 49.5568315,17.3644514 49.5566146,17.364086 49.5565108,17.3637351 49.5561695,17.3635309 49.5560869,17.3634212 49.5560024,17.363268 49.555968,17.3632649 49.5557536,17.3631998 49.5556559,17.3630422 49.5556285,17.3629796 49.5555478,17.3629791 49.555438,17.3626596 49.5553344,17.3625984 49.5552484,17.3623687 49.5552831,17.3623502 49.5553639,17.3622189 49.5555455,17.3620257 49.5555827,17.3618298 49.5557918,17.36175 49.5560078,17.3615098 49.5560424,17.3612039 49.5559103,17.361015 49.5559807,17.3608752 49.5560962,17.3607799 49.55613,17.3599803 49.5562073,17.3597456 49.5560437,17.3593441 49.5556289,17.3593047 49.5555524,17.3593298 49.5555098,17.3595991 49.5554587,17.3596443 49.5554157,17.3596755 49.5551577,17.3595838 49.55495,17.3595506 49.5547229,17.3592982 49.5545408,17.3589986 49.554142,17.3586311 49.5538858,17.358461 49.5538793,17.3582316 49.5539657,17.3579257 49.5541501,17.3577259 49.5542148,17.3574569 49.5542284,17.3572435 49.5540721,17.3570512 49.5539971,17.3570226 49.553882,17.3569134 49.5538236,17.3569291 49.5537556,17.3570461 49.5537361,17.3571471 49.5536739,17.3571591 49.5535899,17.3570646 49.5535741,17.356924 49.5536099,17.3568004 49.5535728,17.3566771 49.5534012,17.3565384 49.5533349,17.3565938 49.5532615,17.3565238 49.5532152,17.35638 49.5532097,17.3562321 49.5531451,17.3562122 49.5530672,17.3563336 49.5529478,17.3562504 49.5528552,17.3560865 49.5528445,17.3559409 49.5527886,17.3557098 49.5527689,17.3555441 49.5527176,17.355423 49.5525891,17.3554 49.552442,17.3552382 49.5523903,17.354879 49.5521769,17.3544381 49.5521183,17.3533321 49.5522632,17.353077 49.552246,17.3529469 49.5523299,17.3526952 49.5522682,17.3525318 49.5523284,17.3524054 49.5522404,17.3524856 49.5520933,17.3523413 49.5519141,17.3522218 49.5518204,17.3516449 49.5517278,17.351537 49.5516487,17.3511241 49.5517594,17.3510336 49.551626,17.350888 49.5515566,17.3506519 49.5515102,17.350563 49.5515885,17.3504409 49.5516234,17.3503338 49.5515982,17.3502452 49.5514902,17.3501521 49.551456,17.3499888 49.551474,17.3499265 49.5514423,17.3498598 49.5511571,17.3491586 49.5504693,17.3489987 49.5503967,17.3477166 49.5500311,17.3456965 49.5496091,17.3456054 49.5495815,17.34559 49.5495342,17.3453156 49.5493204,17.342675 49.5490057,17.3413871 49.5491277,17.3409267 49.5492752,17.3407731 49.5494068,17.3388383 49.5505934,17.3385422 49.5507187,17.3378691 49.5509062,17.3374659 49.5509078,17.3364409 49.5508861,17.3362534 49.550868,17.3353723 49.5506669,17.3351584 49.5506772,17.3348945 49.55078,17.3348258 49.5508726,17.33482 49.5510688,17.3347062 49.5512277,17.3346376 49.5512535,17.3342722 49.5512334,17.3338092 49.5513684,17.3334648 49.5513697,17.3333674 49.5514996,17.3328064 49.5518277,17.3324343 49.5520969,17.3319817 49.5520089,17.3317975 49.5519097,17.3315432 49.5518352,17.3295198 49.5516443,17.3275229 49.5517247,17.3272214 49.5517368,17.3266314 49.5517035,17.3263949 49.551654,17.3260781 49.5514938,17.3252738 49.5508562,17.3250002 49.5507147,17.3222919 49.5508614,17.3218935 49.5508397,17.3194507 49.550394,17.3180006 49.5499283,17.3176311 49.5498393,17.3173702 49.5498205,17.3165687 49.5499448,17.3148495 49.5500735,17.312996 49.5504196,17.3126054 49.5504058,17.3123316 49.5503515,17.3120728 49.5502662,17.310271 49.5494224,17.3097563 49.5492788,17.3072478 49.5488792,17.3065748 49.5485915,17.3063904 49.5484068,17.3061536 49.5479474,17.3059597 49.5477444,17.3045851 49.5469202,17.3042766 49.5464987,17.304117 49.5456454,17.3040256 49.5453681,17.3037311 49.5448325,17.3032319 49.5440879,17.3031017 49.5439479,17.3028112 49.5437721,17.3018235 49.5435412,17.3005289 49.543414,17.2985619 49.5429753,17.298323 49.5429713,17.298084 49.5430176,17.2934705 49.5444712,17.2931328 49.544501,17.2926564 49.5444339,17.2877234 49.5412666,17.2865728 49.54057,17.2860203 49.5401816,17.285915 49.5400699,17.2858431 49.5398843,17.2854293 49.537891,17.2853013 49.537881,17.2831392 49.5371209,17.2797263 49.5360009,17.2732194 49.5337394,17.2713747 49.533077,17.2711975 49.5330134)","81925384",Týnečka,stream
"LINESTRING (17.2865071 49.517717,17.2864018 49.5174777,17.286193 49.5171989,17.2860593 49.5169515,17.2859072 49.5168078,17.2853041 49.516627,17.2847324 49.5166344,17.2846332 49.5165976,17.284525 49.5164921,17.2845517 49.5164054,17.2847978 49.5161786,17.2849042 49.516015,17.2849234 49.5159581,17.285159 49.5152592,17.2855572 49.5145937,17.2855975 49.5144273,17.2856548 49.5137482,17.2856789 49.5136747,17.2857008 49.513573,17.2865673 49.5120999,17.2866424 49.5119253,17.286613 49.5114622,17.2865057 49.5113089)","81926214",,stream
"LINESTRING (17.3393894 49.5969803,17.3401801 49.5968292,17.3408284 49.5966527,17.3414403 49.5965742,17.341575 49.5965177,17.3416509 49.596376)","81926237",,stream
"LINESTRING (17.2665525 49.650882,17.2664138 49.6505842,17.2641197 49.6474635,17.2638185 49.6471398,17.2624533 49.6458678,17.2572538 49.6408184,17.2566586 49.6401818,17.25463 49.6397587,17.2532765 49.6395129)","81926316",,drain
"LINESTRING (17.3625145 49.6556874,17.3622962 49.6556559,17.3618476 49.6557083,17.3614312 49.6556864,17.3612684 49.6554661,17.3607972 49.6551798,17.3606924 49.6551867)","81926318",,stream
"LINESTRING (17.182473 49.598822,17.1833122 49.5975892,17.1834665 49.5972618,17.18356 49.5967406,17.1835533 49.5965739,17.1834701 49.5962732,17.1832283 49.5958651,17.1800574 49.5914512,17.1799518 49.5912317,17.1797404 49.591052,17.1799105 49.5898457,17.1799591 49.5887205,17.1793476 49.5879092,17.1791653 49.5873781)","81926458",Křelovský potok,stream
"LINESTRING (17.2887906 49.5313569,17.2887684 49.5318523,17.2887224 49.5319328,17.2872335 49.5318407,17.2838351 49.5314969)","81926491",,stream
"LINESTRING (17.1729823002082 49.6678293622157,17.172427 49.6674025,17.1723526 49.667332,17.1723734 49.667207,17.1728402 49.6666024,17.175858 49.663154,17.1763761 49.6621246)","81927054",,stream
"LINESTRING (17.2737523 49.6492168,17.2706141 49.6495334)","81927065",,stream
"LINESTRING (17.351655 49.6203822,17.3520598 49.6203742,17.3537913 49.6206755)","81927360",,stream
"LINESTRING (17.2272908 49.6522686,17.2228694 49.649349,17.2224568 49.6490277,17.222387 49.6489832)","81927372",,stream
"LINESTRING (17.3487672 49.6304252,17.3503767 49.6302917,17.3515114 49.6300356,17.3527538 49.6300086,17.3529894 49.6299762,17.3535052 49.6298717,17.3537484 49.6296486,17.3538137 49.6293945,17.3538673 49.6291862,17.3535328 49.628801,17.3531731 49.6280297,17.3528524 49.6276034,17.3527732 49.6273068,17.3525794 49.6270663,17.3524622 49.6267494,17.3521991 49.6263395,17.3521575 49.6261755,17.3521247 49.625742,17.351865 49.6251532,17.351836 49.6250005,17.3518713 49.6246828,17.3520324 49.6243698,17.3530267 49.6236049,17.3533592 49.6231844,17.3534353 49.6228371,17.3534014 49.6226158,17.3535058 49.6224562,17.3535067 49.622361,17.3534283 49.6221892,17.3535619 49.6220085,17.3535723 49.6219099,17.3534626 49.6217335,17.3534739 49.6216039,17.3535866 49.6213605,17.3536276 49.6209611,17.3537913 49.6206755,17.3541351 49.6202989,17.354707 49.6198522,17.3549585 49.6195991,17.3551302 49.6194695,17.3556286 49.6191939,17.3556793 49.6191282,17.3556762 49.6190604)","81927447",,stream
"LINESTRING (17.2854293 49.537891,17.2850715 49.53639,17.2838475 49.5316228,17.2838351 49.5314969,17.2838403 49.5314268,17.284201 49.5303895,17.2841442 49.5301428,17.2840526 49.5299394,17.2839515 49.5298169,17.283599 49.5294463,17.2826206 49.5282792,17.2820701 49.5277122)","81927562",,stream
"LINESTRING (17.2919942 49.5119039,17.2907568 49.5115676,17.2906797 49.5112189,17.2906905 49.5110844,17.2907344 49.5110127,17.2909184 49.5108742,17.2909913 49.5107651,17.2908379 49.5102043,17.2908589 49.5101551,17.2909111559283 49.5101179578535)","81928313",,stream
"LINESTRING (17.3588517 49.6160447,17.3578845 49.615569,17.3570486 49.6152298,17.3568105 49.6149763,17.3568154 49.6149006,17.3569242 49.6147321,17.3569228 49.6146714,17.3568505 49.6145799,17.3566636 49.6145497)","81928576",,stream
"LINESTRING (17.3313693 49.5939669,17.3313321 49.59411,17.3310953 49.5944744,17.3309095 49.5944987,17.3273342 49.5942517,17.3269873 49.5942682,17.3268373 49.5943087,17.3260549 49.5943966,17.3257643 49.5944221,17.3255624 49.5944311,17.3253916 49.5944516,17.3248048 49.5945991,17.3242341 49.5949077,17.3239119 49.5950368,17.3235798 49.5951123,17.3232648 49.5951419,17.3231845 49.595137,17.3229849 49.5951183,17.322665 49.5951171,17.322621 49.5950845,17.3225124 49.5948268,17.32248 49.5947518,17.322473 49.5946895,17.3224053 49.5946374,17.3222789 49.5946274,17.3220291 49.5946722,17.321824 49.5946516,17.3215126 49.5944148,17.321401 49.5943482,17.3209197 49.5941852,17.3205887 49.5938929,17.3199678 49.5936795,17.3195629 49.5935844,17.3193315 49.593467)","81928620",,stream
"LINESTRING (17.3514016 49.6370086,17.3521791 49.6369501,17.3530686 49.6367966,17.3535702 49.6367468,17.3545338 49.6367487,17.3555033 49.6366366,17.3556496 49.6366372,17.3558785 49.6366975,17.3564168 49.6366708,17.358248 49.6364379,17.3590432 49.6363052,17.360947 49.6362759,17.3612062 49.6362332,17.3614728 49.6360882,17.3620132 49.6360969,17.3622455 49.6360242,17.3628341 49.636004,17.3632785 49.6360396)","81928688",,stream
"LINESTRING (17.1276964748142 49.574981219744,17.1313748 49.5734055,17.1365023 49.571159,17.1378859 49.5706202,17.1381423 49.5706581,17.1424022 49.5722929)","81928722",Zlatá stružka,stream
"LINESTRING (17.3606218 49.6547464,17.3602792 49.6546563,17.3600785 49.6545667,17.3599406 49.6544505,17.3596053 49.6541036,17.3595675 49.6539543,17.3593592 49.6537153,17.359405 49.6535623)","81928736",,stream
"LINESTRING (17.1298224 49.5606729,17.1295751 49.5605573,17.1294761 49.5602587,17.1291679 49.5579275,17.1291164 49.5572951)","81928738",,stream
"LINESTRING (17.2603680358062 49.666129555295,17.2595417 49.6653976,17.2588974 49.6644261,17.2587324 49.6642344,17.2579682 49.663602,17.2575903 49.6631712,17.2574667 49.6628483,17.2570282 49.6595321,17.2565998 49.657757,17.256503 49.6574667,17.2562495 49.6569863,17.2557056 49.6562293,17.2555089 49.6559878,17.2544703 49.6550065,17.2541983 49.6546223,17.2529298 49.6515788,17.2525209 49.6504305,17.2524005 49.6501939,17.2520743 49.6500143,17.2513332 49.6498725,17.2508722 49.6497182,17.25068 49.64961,17.2505261 49.6494714,17.2504054 49.6493018,17.250332 49.6491338,17.2503418 49.6487942,17.2508325 49.6468936,17.2508435 49.6464466,17.2507492 49.6460773,17.2500917 49.6448972,17.2498959 49.6446468,17.2497349 49.6445424,17.2491421 49.6442737,17.2486208 49.643928)","81929016",Grygava,stream
"LINESTRING (17.2871895 49.5457275,17.2869009 49.5456871,17.286448 49.5453134,17.2864172 49.5452299,17.2864352 49.5450203)","81929293",,stream
"LINESTRING (17.3602539 49.597933,17.3601898 49.5979392,17.3599921 49.5978581,17.3599264 49.5977109,17.3600422 49.5975947,17.360128 49.5975611)","81929313",,stream
"LINESTRING (17.1545503 49.6469485,17.1546595 49.6472569,17.1546738 49.6473966,17.1545758 49.6480973,17.1546105 49.648396,17.1547519 49.6486389,17.1549288 49.6488443,17.1551496 49.649349,17.1552018 49.649576,17.1552742 49.6496936,17.1552967 49.6501164,17.1554337 49.6502553,17.1556979 49.6507485,17.155912 49.6514937,17.1559052 49.6521895)","81929414",,stream
"LINESTRING (17.3518703 49.64845,17.3518457 49.6490585,17.3517513 49.6494418,17.3516765 49.6499484,17.3516229 49.650149,17.3514139 49.6504975,17.3513013 49.650775,17.3511127 49.6513414,17.3509386 49.6517247,17.3507663 49.6519606,17.3505361 49.6521716,17.3499694 49.6528703)","81929602",,stream
"LINESTRING (17.3234577 49.5184118,17.3210868 49.5183498,17.3207523 49.5183245,17.318638 49.5180691,17.3172399 49.5178436,17.3167274 49.5178548,17.3133709 49.5184717,17.3133155 49.5185031,17.3131409 49.5187426,17.3129757 49.5191437,17.3127464 49.5192663,17.3122881 49.5192777)","81929680",,stream
"LINESTRING (17.3384338 49.5257194,17.3384365 49.5254126,17.3384895 49.5252969,17.3389283 49.5247746,17.3389829 49.5246683,17.339064 49.524307)","81929722",,stream
"LINESTRING (17.2093826143083 49.6671213118068,17.2094777 49.6670058,17.209868 49.666723,17.210717 49.6662489,17.2109575 49.6660824,17.2113548 49.6656459,17.2124716 49.6642782,17.2125926 49.6640228,17.2126415 49.6637708,17.2127008 49.6626408,17.2126336 49.6623027,17.2125257 49.6620282,17.2123916 49.6618262,17.2123961 49.6617612,17.2125483 49.6614882,17.2125972 49.6612479,17.2126381 49.6610336,17.212744 49.660796,17.2128766 49.6606067,17.2129233 49.6604403,17.2129385 49.6602736,17.2128569 49.6599527)","81929816",,stream
"LINESTRING (17.1765705 49.6385917,17.1775002 49.6384907,17.1787997 49.6384285,17.1800066 49.6384329,17.1816368 49.6384694,17.1819668 49.6384919,17.1821049 49.6384893,17.1827669 49.6384905)","81929843",,stream
