Id, Geometry
56686316,"POLYGON ((17.217212677001953 49.5900764465332, 17.21696662902832 49.590068817138672, 17.216878890991211 49.590084075927734, 17.216814041137695 49.590126037597656, 17.21678352355957 49.590175628662109, 17.216812133789062 49.5903205871582, 17.216854095458984 49.590351104736328, 17.217235565185547 49.590412139892578, 17.217380523681641 49.590415954589844, 17.217473983764648 49.590400695800781, 17.217546463012695 49.590347290039062, 17.217584609985352 49.590152740478516, 17.2175350189209 49.590110778808594, 17.217212677001953 49.5900764465332))"
56686350,"POLYGON ((17.2540225982666 49.586189270019531, 17.253902435302734 49.586181640625, 17.2537841796875 49.586208343505859, 17.253692626953125 49.586269378662109, 17.253612518310547 49.586349487304688, 17.253524780273438 49.586391448974609, 17.253376007080078 49.586402893066406, 17.253217697143555 49.586421966552734, 17.253107070922852 49.586448669433594, 17.253042221069336 49.586494445800781, 17.253026962280273 49.586551666259766, 17.2530460357666 49.586597442626953, 17.253091812133789 49.586627960205078, 17.253147125244141 49.586639404296875, 17.253204345703125 49.586635589599609, 17.253250122070312 49.586631774902344, 17.253288269042969 49.586616516113281, 17.25343132019043 49.586574554443359, 17.253541946411133 49.5865364074707, 17.253599166870117 49.586502075195312, 17.253662109375 49.586490631103516, 17.25372314453125 49.586483001708984, 17.253871917724609 49.586498260498047, 17.254024505615234 49.58648681640625, 17.254127502441406 49.586460113525391, 17.254173278808594 49.586402893066406, 17.254171371459961 49.586334228515625, 17.254150390625 49.586288452148438, 17.254117965698242 49.58624267578125, 17.2540225982666 49.586189270019531))"
56686565,"POLYGON ((17.211151123046875 49.5924072265625, 17.210954666137695 49.592353820800781, 17.2108097076416 49.592479705810547, 17.211067199707031 49.592544555664062, 17.211151123046875 49.5924072265625))"
56686595,"POLYGON ((17.266227722167969 49.566551208496094, 17.266176223754883 49.566543579101562, 17.26612663269043 49.5665397644043, 17.266073226928711 49.566543579101562, 17.266025543212891 49.566555023193359, 17.265979766845703 49.566570281982422, 17.265939712524414 49.56658935546875, 17.265903472900391 49.566616058349609, 17.26588249206543 49.566642761230469, 17.265861511230469 49.566677093505859, 17.26585578918457 49.566715240478516, 17.265861511230469 49.566757202148438, 17.26588249206543 49.566791534423828, 17.265914916992188 49.566829681396484, 17.265954971313477 49.566852569580078, 17.266000747680664 49.566875457763672, 17.266057968139648 49.566890716552734, 17.266101837158203 49.56689453125, 17.266151428222656 49.56689453125, 17.266199111938477 49.566890716552734, 17.266239166259766 49.5668830871582, 17.266286849975586 49.566864013671875, 17.266332626342773 49.566841125488281, 17.2663631439209 49.566810607910156, 17.266382217407227 49.566791534423828, 17.266397476196289 49.566757202148438, 17.26640510559082 49.566726684570312, 17.266403198242188 49.566696166992188, 17.266393661499023 49.566665649414062, 17.266378402709961 49.5666389465332, 17.26634407043457 49.566604614257812, 17.266315460205078 49.566585540771484, 17.266273498535156 49.566566467285156, 17.266227722167969 49.566551208496094))"
56686666,"POLYGON ((17.264719009399414 49.566196441650391, 17.264684677124023 49.566192626953125, 17.264652252197266 49.566192626953125, 17.264619827270508 49.566196441650391, 17.26458740234375 49.566207885742188, 17.264560699462891 49.566219329833984, 17.264535903930664 49.566234588623047, 17.264516830444336 49.566257476806641, 17.264503479003906 49.566280364990234, 17.264501571655273 49.566299438476562, 17.264503479003906 49.566318511962891, 17.264511108398438 49.566341400146484, 17.2645263671875 49.566360473632812, 17.264547348022461 49.566375732421875, 17.26457405090332 49.566390991210938, 17.264602661132812 49.566402435302734, 17.264633178710938 49.566410064697266, 17.264659881591797 49.566413879394531, 17.264692306518555 49.566413879394531, 17.264726638793945 49.56640625, 17.26475715637207 49.566398620605469, 17.264787673950195 49.566379547119141, 17.26481819152832 49.566356658935547, 17.264833450317383 49.566337585449219, 17.264839172363281 49.566314697265625, 17.264839172363281 49.566291809082031, 17.264833450317383 49.5662727355957, 17.264822006225586 49.566253662109375, 17.264804840087891 49.566238403320312, 17.264781951904297 49.56622314453125, 17.264749526977539 49.566207885742188, 17.264719009399414 49.566196441650391))"
56686668,"POLYGON ((17.264989852905273 49.567451477050781, 17.264799118041992 49.567420959472656, 17.26445198059082 49.568332672119141, 17.264989852905273 49.56842041015625, 17.265737533569336 49.56854248046875, 17.266084671020508 49.567626953125, 17.264989852905273 49.567451477050781))"
56686696,"POLYGON ((17.255306243896484 49.566989898681641, 17.25526237487793 49.566940307617188, 17.255224227905273 49.566909790039062, 17.255155563354492 49.566879272460938, 17.255147933959961 49.566822052001953, 17.255084991455078 49.566799163818359, 17.255033493041992 49.566787719726562, 17.254980087280273 49.5667839050293, 17.254922866821289 49.566780090332031, 17.254852294921875 49.566768646240234, 17.254735946655273 49.566699981689453, 17.2546443939209 49.566596984863281, 17.254634857177734 49.566524505615234, 17.254680633544922 49.566452026367188, 17.254764556884766 49.566398620605469, 17.254842758178711 49.566387176513672, 17.254907608032227 49.566413879394531, 17.254961013793945 49.566429138183594, 17.255046844482422 49.566429138183594, 17.255170822143555 49.566471099853516, 17.255277633666992 49.5665168762207, 17.255374908447266 49.566558837890625, 17.255424499511719 49.566608428955078, 17.255475997924805 49.5666389465332, 17.255552291870117 49.566669464111328, 17.255596160888672 49.566741943359375, 17.255556106567383 49.566818237304688, 17.255552291870117 49.5669059753418, 17.255485534667969 49.566944122314453, 17.255455017089844 49.566970825195312, 17.255422592163086 49.566978454589844, 17.255380630493164 49.566989898681641, 17.255306243896484 49.566989898681641))"
56686792,"POLYGON ((17.266082763671875 49.566940307617188, 17.266029357910156 49.566932678222656, 17.265974044799805 49.566928863525391, 17.265918731689453 49.566936492919922, 17.265867233276367 49.566947937011719, 17.265819549560547 49.566967010498047, 17.265779495239258 49.566989898681641, 17.2657470703125 49.567020416259766, 17.265724182128906 49.567054748535156, 17.265712738037109 49.567089080810547, 17.265712738037109 49.567123413085938, 17.265722274780273 49.567161560058594, 17.265743255615234 49.567192077636719, 17.265775680541992 49.567222595214844, 17.265813827514648 49.5672492980957, 17.265861511230469 49.567268371582031, 17.265913009643555 49.567279815673828, 17.265960693359375 49.567287445068359, 17.266010284423828 49.567287445068359, 17.266057968139648 49.567279815673828, 17.266105651855469 49.567268371582031, 17.266147613525391 49.567253112792969, 17.266183853149414 49.567230224609375, 17.266214370727539 49.567207336425781, 17.266239166259766 49.567180633544922, 17.266254425048828 49.5671501159668, 17.266260147094727 49.567115783691406, 17.266258239746094 49.567085266113281, 17.266246795654297 49.567054748535156, 17.266227722167969 49.567024230957031, 17.266201019287109 49.566997528076172, 17.266166687011719 49.566974639892578, 17.266128540039062 49.56695556640625, 17.266082763671875 49.566940307617188))"
56686818,"POLYGON ((17.250251770019531 49.567207336425781, 17.250194549560547 49.567153930664062, 17.250118255615234 49.567146301269531, 17.249984741210938 49.567165374755859, 17.249906539916992 49.567169189453125, 17.249700546264648 49.566997528076172, 17.249597549438477 49.566959381103516, 17.249374389648438 49.566993713378906, 17.249101638793945 49.567073822021484, 17.248941421508789 49.567165374755859, 17.248847961425781 49.567241668701172, 17.24888801574707 49.567295074462891, 17.248823165893555 49.567375183105469, 17.248626708984375 49.567531585693359, 17.248451232910156 49.567699432373047, 17.248369216918945 49.567836761474609, 17.248359680175781 49.567935943603516, 17.2484073638916 49.568038940429688, 17.248510360717773 49.568119049072266, 17.248685836791992 49.568191528320312, 17.248992919921875 49.568267822265625, 17.249488830566406 49.568374633789062, 17.249799728393555 49.568412780761719, 17.249937057495117 49.568412780761719, 17.250051498413086 49.568382263183594, 17.250139236450195 49.568305969238281, 17.250226974487305 49.568172454833984, 17.25025749206543 49.568023681640625, 17.250263214111328 49.567771911621094, 17.250253677368164 49.567558288574219, 17.250259399414062 49.567325592041016, 17.250251770019531 49.567207336425781))"
58114930,"POLYGON ((17.294343948364258 49.5766716003418, 17.294143676757812 49.576610565185547, 17.29412841796875 49.576622009277344, 17.29411506652832 49.576633453369141, 17.294151306152344 49.576663970947266, 17.294143676757812 49.576690673828125, 17.294149398803711 49.576744079589844, 17.294200897216797 49.5767707824707, 17.294309616088867 49.576805114746094, 17.294406890869141 49.576820373535156, 17.294496536254883 49.576816558837891, 17.294694900512695 49.576797485351562, 17.29472541809082 49.576778411865234, 17.294698715209961 49.576755523681641, 17.294462203979492 49.576702117919922, 17.294343948364258 49.5766716003418))"
58115034,"POLYGON ((17.359748840332031 49.597454071044922, 17.359533309936523 49.59747314453125, 17.359569549560547 49.597541809082031, 17.359775543212891 49.5975341796875, 17.359945297241211 49.597511291503906, 17.35992431640625 49.597431182861328, 17.359748840332031 49.597454071044922))"
58115207,"POLYGON ((17.36015510559082 49.597942352294922, 17.360042572021484 49.59759521484375, 17.359392166137695 49.597621917724609, 17.35931396484375 49.597675323486328, 17.359516143798828 49.597999572753906, 17.36015510559082 49.597942352294922))"
58115495,"POLYGON ((17.359642028808594 49.596607208251953, 17.359464645385742 49.596553802490234, 17.359289169311523 49.596591949462891, 17.359130859375 49.596687316894531, 17.359010696411133 49.596851348876953, 17.359016418457031 49.596977233886719, 17.359210968017578 49.597408294677734, 17.359895706176758 49.597354888916016, 17.359880447387695 49.597255706787109, 17.359737396240234 49.596717834472656, 17.359642028808594 49.596607208251953))"
58118038,"POLYGON ((17.216346740722656 49.642185211181641, 17.216304779052734 49.642173767089844, 17.216259002685547 49.642173767089844, 17.216066360473633 49.6422004699707, 17.215883255004883 49.642234802246094, 17.215749740600586 49.642261505126953, 17.215642929077148 49.642280578613281, 17.215627670288086 49.642299652099609, 17.215627670288086 49.642333984375, 17.216415405273438 49.643013000488281, 17.216468811035156 49.643035888671875, 17.216529846191406 49.643035888671875, 17.216573715209961 49.643024444580078, 17.21660041809082 49.642997741699219, 17.216602325439453 49.642986297607422, 17.216346740722656 49.642185211181641))"
58118275,"POLYGON ((17.215995788574219 49.6417350769043, 17.21589469909668 49.6417236328125, 17.21575927734375 49.641727447509766, 17.215648651123047 49.641738891601562, 17.215517044067383 49.641773223876953, 17.215377807617188 49.641822814941406, 17.215171813964844 49.641899108886719, 17.21510124206543 49.641929626464844, 17.2150936126709 49.641948699951172, 17.215311050415039 49.642086029052734, 17.21544075012207 49.642173767089844, 17.215503692626953 49.642219543457031, 17.215566635131836 49.642230987548828, 17.215660095214844 49.642215728759766, 17.216083526611328 49.642124176025391, 17.21630859375 49.642086029052734, 17.216316223144531 49.642055511474609, 17.21629524230957 49.642005920410156, 17.216188430786133 49.641830444335938, 17.216096878051758 49.641761779785156, 17.215995788574219 49.6417350769043))"
58118342,"POLYGON ((17.253429412841797 49.617580413818359, 17.253597259521484 49.617527008056641, 17.253681182861328 49.617561340332031, 17.253847122192383 49.617588043212891, 17.2540225982666 49.617607116699219, 17.254217147827148 49.617599487304688, 17.254449844360352 49.617546081542969, 17.254697799682617 49.617473602294922, 17.254892349243164 49.617416381835938, 17.254936218261719 49.617347717285156, 17.254875183105469 49.6172981262207, 17.254732131958008 49.617317199707031, 17.254545211791992 49.617347717285156, 17.254302978515625 49.617362976074219, 17.254150390625 49.617374420166016, 17.253955841064453 49.617401123046875, 17.253768920898438 49.617397308349609, 17.253604888916016 49.617351531982422, 17.253456115722656 49.617267608642578, 17.253284454345703 49.617156982421875, 17.25316047668457 49.617015838623047, 17.253068923950195 49.616859436035156, 17.253040313720703 49.616722106933594, 17.253059387207031 49.616611480712891, 17.253139495849609 49.616519927978516, 17.253164291381836 49.616420745849609, 17.253128051757812 49.616302490234375, 17.253202438354492 49.616230010986328, 17.25334358215332 49.616203308105469, 17.253482818603516 49.616146087646484, 17.253597259521484 49.616043090820312, 17.253713607788086 49.615932464599609, 17.253719329833984 49.615825653076172, 17.25364875793457 49.615760803222656, 17.253568649291992 49.615818023681641, 17.253467559814453 49.615913391113281, 17.253358840942383 49.615997314453125, 17.253265380859375 49.615985870361328, 17.253229141235352 49.615871429443359, 17.253164291381836 49.615875244140625, 17.253105163574219 49.615970611572266, 17.252996444702148 49.616046905517578, 17.252941131591797 49.616115570068359, 17.252950668334961 49.616252899169922, 17.252922058105469 49.61639404296875, 17.252838134765625 49.616485595703125, 17.252845764160156 49.616603851318359, 17.252803802490234 49.616783142089844, 17.2528133392334 49.616939544677734, 17.25288200378418 49.617084503173828, 17.252962112426758 49.6171989440918, 17.253076553344727 49.617271423339844, 17.253149032592773 49.617347717285156, 17.253208160400391 49.617462158203125, 17.253307342529297 49.617568969726562, 17.253429412841797 49.617580413818359))"
58118505,"POLYGON ((17.251312255859375 49.626152038574219, 17.251188278198242 49.625995635986328, 17.25111198425293 49.62591552734375, 17.250997543334961 49.625850677490234, 17.250923156738281 49.625759124755859, 17.250818252563477 49.625732421875, 17.250791549682617 49.625724792480469, 17.250690460205078 49.625747680664062, 17.250602722167969 49.625820159912109, 17.2504825592041 49.6258544921875, 17.250394821166992 49.625858306884766, 17.250278472900391 49.6258544921875, 17.250219345092773 49.625892639160156, 17.250204086303711 49.625984191894531, 17.250263214111328 49.6262092590332, 17.2503662109375 49.6263542175293, 17.250560760498047 49.626441955566406, 17.250659942626953 49.626502990722656, 17.250751495361328 49.626472473144531, 17.250844955444336 49.626396179199219, 17.25092887878418 49.626308441162109, 17.25090217590332 49.626220703125, 17.250843048095703 49.626136779785156, 17.25090217590332 49.626113891601562, 17.251012802124023 49.626194000244141, 17.251110076904297 49.626266479492188, 17.251171112060547 49.6263427734375, 17.251178741455078 49.626457214355469, 17.25123405456543 49.626544952392578, 17.251321792602539 49.626544952392578, 17.25141716003418 49.626518249511719, 17.251462936401367 49.626461029052734, 17.251445770263672 49.626361846923828, 17.251361846923828 49.626251220703125, 17.251312255859375 49.626152038574219))"
58118616,"POLYGON ((17.266941070556641 49.630901336669922, 17.26661491394043 49.630897521972656, 17.266414642333984 49.631641387939453, 17.266574859619141 49.631809234619141, 17.266759872436523 49.631820678710938, 17.266941070556641 49.630901336669922))"
58118843,"POLYGON ((17.238765716552734 49.6353874206543, 17.238796234130859 49.63531494140625, 17.238740921020508 49.635223388671875, 17.238525390625 49.635112762451172, 17.238420486450195 49.635066986083984, 17.23829460144043 49.634963989257812, 17.238195419311523 49.634902954101562, 17.237932205200195 49.634803771972656, 17.237819671630859 49.634761810302734, 17.237751007080078 49.634708404541016, 17.237726211547852 49.634658813476562, 17.237733840942383 49.634605407714844, 17.23779296875 49.634536743164062, 17.237833023071289 49.634471893310547, 17.237813949584961 49.634426116943359, 17.23777961730957 49.6344108581543, 17.237638473510742 49.634414672851562, 17.237470626831055 49.634464263916016, 17.237171173095703 49.63458251953125, 17.23699951171875 49.634647369384766, 17.236988067626953 49.634651184082031, 17.236875534057617 49.634700775146484, 17.236711502075195 49.634788513183594, 17.236705780029297 49.63482666015625, 17.236749649047852 49.6348762512207, 17.236911773681641 49.634895324707031, 17.237007141113281 49.634914398193359, 17.237056732177734 49.63494873046875, 17.237102508544922 49.635002136230469, 17.23713493347168 49.635124206542969, 17.237184524536133 49.63525390625, 17.237247467041016 49.635311126708984, 17.237380981445312 49.635330200195312, 17.237489700317383 49.63531494140625, 17.237592697143555 49.635295867919922, 17.2376708984375 49.635295867919922, 17.23774528503418 49.635307312011719, 17.238004684448242 49.635398864746094, 17.238134384155273 49.635417938232422, 17.238132476806641 49.635429382324219, 17.238422393798828 49.635456085205078, 17.23857307434082 49.635448455810547, 17.238628387451172 49.635440826416016, 17.238679885864258 49.635433197021484, 17.238765716552734 49.6353874206543))"
58279214,"POLYGON ((17.214494705200195 49.6077766418457, 17.214590072631836 49.607902526855469, 17.214702606201172 49.607978820800781, 17.214839935302734 49.608009338378906, 17.214969635009766 49.608055114746094, 17.215112686157227 49.608070373535156, 17.215234756469727 49.608051300048828, 17.215316772460938 49.608001708984375, 17.215396881103516 49.607952117919922, 17.2154483795166 49.607887268066406, 17.215469360351562 49.607818603515625, 17.215469360351562 49.607757568359375, 17.2154598236084 49.607715606689453, 17.215423583984375 49.607662200927734, 17.215351104736328 49.607620239257812, 17.215276718139648 49.607597351074219, 17.215097427368164 49.607578277587891, 17.214967727661133 49.607563018798828, 17.214897155761719 49.607601165771484, 17.214893341064453 49.6076774597168, 17.214855194091797 49.607746124267578, 17.214786529541016 49.607769012451172, 17.214740753173828 49.607753753662109, 17.214723587036133 49.607681274414062, 17.214714050292969 49.607612609863281, 17.214666366577148 49.607601165771484, 17.214582443237305 49.607601165771484, 17.214494705200195 49.607616424560547, 17.214473724365234 49.607662200927734, 17.2144775390625 49.607746124267578, 17.214494705200195 49.6077766418457))"
82294360,"POLYGON ((17.263786315917969 49.568630218505859, 17.263757705688477 49.5686149597168, 17.263738632202148 49.568595886230469, 17.263729095458984 49.568569183349609, 17.263734817504883 49.568546295166016, 17.263751983642578 49.568523406982422, 17.263778686523438 49.568504333496094, 17.263813018798828 49.5684928894043, 17.263853073120117 49.5684928894043, 17.263889312744141 49.568496704101562, 17.263923645019531 49.568511962890625, 17.263946533203125 49.568531036376953, 17.263959884643555 49.568553924560547, 17.263959884643555 49.568576812744141, 17.263948440551758 49.568599700927734, 17.263927459716797 49.568618774414062, 17.263896942138672 49.568634033203125, 17.263860702514648 49.568641662597656, 17.263822555541992 49.568641662597656, 17.263786315917969 49.568630218505859))"
82295526,"POLYGON ((17.265478134155273 49.565605163574219, 17.265472412109375 49.565597534179688, 17.265472412109375 49.565589904785156, 17.265476226806641 49.565582275390625, 17.265483856201172 49.565574645996094, 17.26548957824707 49.565574645996094, 17.265501022338867 49.565570831298828, 17.265514373779297 49.565570831298828, 17.265525817871094 49.565574645996094, 17.265535354614258 49.565578460693359, 17.265541076660156 49.565582275390625, 17.265544891357422 49.565589904785156, 17.265544891357422 49.565597534179688, 17.265541076660156 49.565605163574219, 17.265529632568359 49.56561279296875, 17.26551628112793 49.565616607666016, 17.265504837036133 49.565616607666016, 17.265491485595703 49.565616607666016, 17.265481948852539 49.565608978271484, 17.265478134155273 49.565605163574219))"
82295527,"POLYGON ((17.265600204467773 49.565624237060547, 17.265596389770508 49.565616607666016, 17.265596389770508 49.565608978271484, 17.265602111816406 49.565601348876953, 17.26561164855957 49.565593719482422, 17.265623092651367 49.565589904785156, 17.265636444091797 49.565589904785156, 17.265647888183594 49.565593719482422, 17.265657424926758 49.565597534179688, 17.265663146972656 49.565601348876953, 17.265666961669922 49.565608978271484, 17.265665054321289 49.565616607666016, 17.265661239624023 49.565624237060547, 17.265651702880859 49.565631866455078, 17.265640258789062 49.565635681152344, 17.265626907348633 49.565635681152344, 17.265615463256836 49.565631866455078, 17.265605926513672 49.565628051757812, 17.265600204467773 49.565624237060547))"
163703406,"POLYGON ((17.270917892456055 49.5467529296875, 17.270853042602539 49.546970367431641, 17.271173477172852 49.547348022460938, 17.27153205871582 49.547645568847656, 17.271732330322266 49.547733306884766, 17.272058486938477 49.547630310058594, 17.272590637207031 49.547035217285156, 17.272327423095703 49.546348571777344, 17.272012710571289 49.546382904052734, 17.271615982055664 49.545692443847656, 17.271327972412109 49.545413970947266, 17.270885467529297 49.545108795166016, 17.269956588745117 49.544712066650391, 17.26933479309082 49.544490814208984, 17.269046783447266 49.544464111328125, 17.268726348876953 49.544673919677734, 17.268444061279297 49.545017242431641, 17.268854141235352 49.545238494873047, 17.26910400390625 49.545112609863281, 17.269296646118164 49.545124053955078, 17.269495010375977 49.545333862304688, 17.2696475982666 49.545635223388672, 17.269859313964844 49.545677185058594, 17.2698974609375 49.545757293701172, 17.269706726074219 49.545951843261719, 17.269783020019531 49.546058654785156, 17.270038604736328 49.546150207519531, 17.270078659057617 49.546043395996094, 17.270526885986328 49.546112060546875, 17.271121978759766 49.546001434326172, 17.271167755126953 49.546096801757812, 17.270551681518555 49.546192169189453, 17.270423889160156 49.546321868896484, 17.2706356048584 49.546459197998047, 17.270679473876953 49.546577453613281, 17.270828247070312 49.546573638916016, 17.270936965942383 49.546669006347656, 17.270917892456055 49.5467529296875))"
172817968,"POLYGON ((17.256206512451172 49.567405700683594, 17.256374359130859 49.567253112792969, 17.256452560424805 49.567226409912109, 17.256565093994141 49.567237854003906, 17.256780624389648 49.567314147949219, 17.257133483886719 49.567485809326172, 17.257078170776367 49.567531585693359, 17.256908416748047 49.567592620849609, 17.256704330444336 49.567611694335938, 17.256206512451172 49.567405700683594))"
172818813,"POLYGON ((17.268047332763672 49.573276519775391, 17.267984390258789 49.573036193847656, 17.268569946289062 49.572971343994141, 17.268632888793945 49.573211669921875, 17.268047332763672 49.573276519775391))"
173000257,"POLYGON ((17.212905883789062 49.577419281005859, 17.212783813476562 49.577377319335938, 17.212804794311523 49.577316284179688, 17.212898254394531 49.5772705078125, 17.212928771972656 49.577198028564453, 17.213043212890625 49.577060699462891, 17.2130069732666 49.577011108398438, 17.213079452514648 49.576927185058594, 17.21308708190918 49.576862335205078, 17.213188171386719 49.576641082763672, 17.213171005249023 49.5765495300293, 17.213254928588867 49.576492309570312, 17.213312149047852 49.576370239257812, 17.21336555480957 49.576194763183594, 17.213382720947266 49.576122283935547, 17.213422775268555 49.576042175292969, 17.213460922241211 49.575981140136719, 17.213533401489258 49.575977325439453, 17.213724136352539 49.575950622558594, 17.2139892578125 49.576053619384766, 17.213993072509766 49.576087951660156, 17.214338302612305 49.576148986816406, 17.2144718170166 49.576251983642578, 17.214445114135742 49.576332092285156, 17.214620590209961 49.576408386230469, 17.214929580688477 49.576751708984375, 17.214860916137695 49.576904296875, 17.214738845825195 49.576995849609375, 17.214607238769531 49.577030181884766, 17.214300155639648 49.577030181884766, 17.214206695556641 49.5770378112793, 17.214035034179688 49.577144622802734, 17.214012145996094 49.577171325683594, 17.213911056518555 49.57720947265625, 17.213851928710938 49.577285766601562, 17.21385383605957 49.5774040222168, 17.213729858398438 49.577476501464844, 17.21367073059082 49.577491760253906, 17.21354866027832 49.577484130859375, 17.213508605957031 49.577480316162109, 17.213407516479492 49.577545166015625, 17.213264465332031 49.577545166015625, 17.213159561157227 49.577518463134766, 17.212966918945312 49.577465057373047, 17.212905883789062 49.577419281005859))"
174860214,"POLYGON ((17.293710708618164 49.560939788818359, 17.293792724609375 49.560806274414062, 17.293834686279297 49.5606575012207, 17.293880462646484 49.560531616210938, 17.293899536132812 49.560371398925781, 17.293964385986328 49.56024169921875, 17.293981552124023 49.5601692199707, 17.294046401977539 49.560123443603516, 17.294153213500977 49.560115814208984, 17.294343948364258 49.560157775878906, 17.294816970825195 49.560329437255859, 17.294956207275391 49.560440063476562, 17.295082092285156 49.560501098632812, 17.295158386230469 49.560577392578125, 17.295316696166992 49.560642242431641, 17.29536247253418 49.560756683349609, 17.2956600189209 49.560897827148438, 17.295801162719727 49.560977935791016, 17.295835494995117 49.561050415039062, 17.295726776123047 49.561252593994141, 17.295661926269531 49.5612678527832, 17.295583724975586 49.561248779296875, 17.295101165771484 49.561130523681641, 17.29475212097168 49.56134033203125, 17.294652938842773 49.561363220214844, 17.294532775878906 49.561351776123047, 17.29400634765625 49.561084747314453, 17.29400634765625 49.561042785644531, 17.293973922729492 49.561019897460938, 17.293920516967773 49.561019897460938, 17.293754577636719 49.560985565185547, 17.293720245361328 49.56097412109375, 17.293710708618164 49.560939788818359))"
179177466,"POLYGON ((17.251190185546875 49.587497711181641, 17.251203536987305 49.587493896484375, 17.251216888427734 49.587490081787109, 17.251230239868164 49.587490081787109, 17.251247406005859 49.587486267089844, 17.251260757446289 49.587486267089844, 17.251274108886719 49.587478637695312, 17.251283645629883 49.587471008300781, 17.251296997070312 49.58746337890625, 17.251310348510742 49.587455749511719, 17.251317977905273 49.587451934814453, 17.251323699951172 49.587451934814453, 17.251319885253906 49.587440490722656, 17.251317977905273 49.587432861328125, 17.251312255859375 49.587425231933594, 17.25129508972168 49.5874137878418, 17.251279830932617 49.58740234375, 17.251256942749023 49.587406158447266, 17.251243591308594 49.587409973144531, 17.2512264251709 49.587409973144531, 17.2512149810791 49.5874137878418, 17.251203536987305 49.587417602539062, 17.251192092895508 49.587425231933594, 17.251184463500977 49.587429046630859, 17.251178741455078 49.587436676025391, 17.251178741455078 49.587436676025391, 17.251169204711914 49.587440490722656, 17.251161575317383 49.587444305419922, 17.251150131225586 49.587448120117188, 17.251153945922852 49.587459564208984, 17.251161575317383 49.587471008300781, 17.251165390014648 49.587474822998047, 17.251190185546875 49.587497711181641))"
179683104,"POLYGON ((17.248157501220703 49.581146240234375, 17.248140335083008 49.581138610839844, 17.248117446899414 49.581134796142578, 17.24810791015625 49.581134796142578, 17.248092651367188 49.581134796142578, 17.248073577880859 49.581146240234375, 17.248062133789062 49.581157684326172, 17.248058319091797 49.581172943115234, 17.248065948486328 49.5811882019043, 17.248079299926758 49.581199645996094, 17.24809455871582 49.581203460693359, 17.248117446899414 49.581207275390625, 17.248134613037109 49.581203460693359, 17.248151779174805 49.581195831298828, 17.248167037963867 49.581180572509766, 17.2481689453125 49.581172943115234, 17.248167037963867 49.581161499023438, 17.248157501220703 49.581146240234375))"
180665242,"POLYGON ((17.20182991027832 49.641086578369141, 17.201862335205078 49.641086578369141, 17.201932907104492 49.641067504882812, 17.201988220214844 49.641048431396484, 17.201995849609375 49.641033172607422, 17.201982498168945 49.641021728515625, 17.201955795288086 49.641017913818359, 17.201900482177734 49.641010284423828, 17.201831817626953 49.641010284423828, 17.201791763305664 49.641021728515625, 17.201786041259766 49.641048431396484, 17.201789855957031 49.641071319580078, 17.201808929443359 49.641082763671875, 17.20182991027832 49.641086578369141))"
180665243,"POLYGON ((17.201419830322266 49.641143798828125, 17.201459884643555 49.641136169433594, 17.201503753662109 49.6411247253418, 17.2015380859375 49.641117095947266, 17.201555252075195 49.641132354736328, 17.20158576965332 49.641136169433594, 17.20161247253418 49.641128540039062, 17.201625823974609 49.64111328125, 17.201623916625977 49.641090393066406, 17.201597213745117 49.641071319580078, 17.201553344726562 49.641056060791016, 17.201507568359375 49.64105224609375, 17.20146369934082 49.641056060791016, 17.201385498046875 49.641075134277344, 17.201335906982422 49.641098022460938, 17.201333999633789 49.6411247253418, 17.201358795166016 49.641132354736328, 17.201419830322266 49.641143798828125))"
180665244,"POLYGON ((17.202207565307617 49.641017913818359, 17.202249526977539 49.641017913818359, 17.202293395996094 49.641029357910156, 17.202310562133789 49.641044616699219, 17.202322006225586 49.641063690185547, 17.202356338500977 49.641063690185547, 17.202392578125 49.641044616699219, 17.2023983001709 49.641017913818359, 17.20240592956543 49.6409912109375, 17.202390670776367 49.640968322753906, 17.202375411987305 49.640941619873047, 17.202341079711914 49.640933990478516, 17.202289581298828 49.640933990478516, 17.202232360839844 49.640945434570312, 17.202178955078125 49.640956878662109, 17.202150344848633 49.640975952148438, 17.2021484375 49.640995025634766, 17.202169418334961 49.641014099121094, 17.202207565307617 49.641017913818359))"
