WKT,name,waterway
"LINESTRING (20.2372938 49.1080714,20.2382219 49.1078888,20.2395362 49.1076254,20.2400511 49.1074007,20.2403636 49.1070583)",,stream
"LINESTRING (20.2483499 49.1131386,20.2486288 49.1128788,20.2493477 49.11264,20.249809 49.1124082,20.2503455 49.1118815,20.2505815 49.1113688,20.2506244 49.1104769,20.2507317 49.1101538,20.2512252 49.1098167,20.2522552 49.10929,20.2527165 49.1091495,20.2534783 49.1088756,20.2539611 49.1083137,20.2544975 49.1072953,20.2548945 49.1067826,20.2549159 49.1064736,20.25527 49.1062418,20.2558601 49.1058976,20.2563107 49.105708,20.2570617 49.1056167,20.2573299 49.1054621,20.2573514 49.1050056,20.2575445 49.1045771,20.257566 49.1042751,20.2578878 49.1039309,20.2580058 49.1037202,20.2590645 49.1032071)",,stream
"LINESTRING (20.2482533 49.1188284,20.2483526 49.118616,20.2484894 49.1184721,20.2485323 49.1184071,20.2486476 49.1182017,20.2488434 49.1179103,20.2489963 49.1178032,20.2491036 49.1176312,20.2493101 49.1173819,20.2494362 49.1172713,20.2495462 49.1172064,20.250155 49.1167517,20.2506459 49.1163496,20.2512789 49.1159178,20.2517804 49.1157721,20.2522418 49.1156615,20.2530867 49.1154824,20.2536955 49.1154227,20.2541542 49.1153665,20.2544171 49.115377,20.2546316 49.1153419,20.2550018 49.115205,20.2551573 49.1150979,20.2563295 49.1144747,20.2572897 49.114041,20.2576143 49.1137706,20.2579361 49.113409,20.258207 49.113279,20.258376 49.1132053,20.2585825 49.1130684,20.2587944 49.112884,20.258899 49.1127453,20.2591082 49.1124152,20.2593523 49.1120764,20.2597815 49.1117902,20.2599558 49.1116375,20.2600658 49.1115725,20.2603072 49.1115707,20.2604118 49.1115391,20.2605191 49.1111968,20.2605352 49.1110493,20.2605888 49.1109211,20.2608168 49.1107385,20.2611387 49.1106068,20.2614069 49.1104909,20.2614284 49.1103803,20.2614069 49.1102785,20.2614525 49.1101503,20.2614525 49.1100643,20.261372 49.1098237,20.2614257 49.109671,20.2614605 49.1095762,20.2615249 49.1094533,20.261482 49.109225,20.2614793 49.1090635,20.2614498 49.1089142,20.2613962 49.1087738,20.2612191 49.1085876,20.2610368 49.1084103,20.2609751 49.1083208,20.2609938 49.108247,20.2610797 49.1082084,20.2613693 49.1081294,20.261651 49.1080468,20.2617556 49.1078203,20.2617744 49.1076149,20.2618682 49.1073462,20.261946 49.1072058,20.2621391 49.1070074,20.2623349 49.1068757,20.2628902 49.1065596,20.2630484 49.1064191,20.2633327 49.1061961,20.263558 49.1059907,20.2637243 49.1059257,20.2639255 49.105852,20.2641159 49.1057501,20.264408 49.1056036,20.264529 49.1055429,20.2647409 49.105427,20.264985 49.1053234,20.2650359 49.1052251,20.2651566 49.1051689,20.2653927 49.1050354,20.265457 49.1049318,20.2656984 49.1048528,20.2658915 49.1047685,20.2664977 49.1044753,20.266943 49.1041381,20.2672702 49.1038677,20.2674848 49.1035446,20.267694 49.1032355,20.2678419 49.1030255)",,stream
"LINESTRING (20.263778 49.105492,20.2640784 49.1054937,20.2642822 49.1055552,20.264408 49.1056036)",,stream
"LINESTRING (20.250847 49.1221971,20.2511609 49.1218162,20.2517348 49.1212808,20.2529257 49.1207401,20.2540523 49.1203364,20.2543205 49.1200976,20.2547872 49.1199888,20.2552378 49.1199361,20.2554953 49.1198449,20.2557528 49.1197115,20.2567345 49.1195289,20.2570349 49.1193604,20.2585047 49.1190338,20.2591968 49.1186617,20.2597171 49.118595,20.2599692 49.1186195,20.2602321 49.11843,20.2604628 49.1183843,20.2609751 49.1184177,20.2613077 49.1183387,20.2616161 49.1183053,20.2617663 49.1183352,20.2620533 49.1183,20.2621955 49.1181807,20.2623403 49.1181245,20.2627587 49.1180508,20.2632496 49.1179823,20.2644727 49.1178506,20.264885 49.1177289,20.2650869 49.1177084,20.2652317 49.1176189,20.2654999 49.1174012,20.265862 49.117238,20.2660793 49.1171467,20.2662 49.1168693,20.2662939 49.1165059,20.2664655 49.1161144,20.2666721 49.1157457,20.2668893 49.1152664,20.2670798 49.1149891,20.2670878 49.1146924,20.267002 49.1144466,20.2669135 49.1141657,20.2669269 49.1139357,20.2670637 49.1137443,20.2672863 49.1135336,20.2675679 49.1130315,20.2681231 49.112338,20.2683833 49.1118411,20.2684504 49.111425,20.2685147 49.111353,20.2686328 49.111267,20.268901 49.1110563,20.2690914 49.1107631,20.2693194 49.1106297,20.2692926 49.1104751,20.2693865 49.1103891,20.2700838 49.1100573,20.2721411 49.1091372,20.2727902 49.1088651,20.2728921 49.1087825,20.2730101 49.1085069,20.2733964 49.1071794,20.2735573 49.1060767,20.2737021 49.1054376,20.2743137 49.1045139,20.2747804 49.1037342,20.274598 49.1032847,20.2739596 49.1025717,20.2733642 49.1019747,20.2730745 49.1016481,20.2731121 49.1014619,20.2739221 49.1005031,20.2739596 49.1001624,20.2741796 49.0999095,20.2760249 49.099056,20.2770442 49.0985045,20.2775967 49.0982271,20.2778113 49.0980444,20.2779454 49.0978828,20.2779481 49.097709,20.2778649 49.0975773,20.277881 49.0974736,20.2779168 49.0973848)",,stream
"LINESTRING (20.1432073 49.1008051,20.1433468 49.1005593,20.1434648 49.1003837,20.1435721 49.1003415,20.1438618 49.1003415,20.1441729 49.1000746,20.1444197 49.0999271,20.1444197 49.0997023,20.1445913 49.0994143,20.1446235 49.0992386,20.1448703 49.0989998,20.1453423 49.0987048,20.1459002 49.0986275,20.1464903 49.09848,20.1470911 49.0982622,20.1473701 49.0981287,20.1482499 49.0977704,20.1485073 49.0975948,20.1486575 49.0976018)",,stream
"LINESTRING (20.1468336 49.1027509,20.1469517 49.1025542,20.1469624 49.1023505,20.1471984 49.1022381,20.1473594 49.1019571,20.1476061 49.1016129,20.1475203 49.101339,20.147649 49.1011985,20.1479065 49.1009597,20.1480031 49.1007068,20.148325 49.1005733,20.1484322 49.1003275,20.1484752 49.1001237,20.148561 49.0998076,20.1485932 49.099337,20.1486254 49.098782,20.1485932 49.0984378,20.1487112 49.0980585,20.1486468 49.0977423,20.1486575 49.0976018,20.1486951 49.0974051,20.1488882 49.0971979,20.1491243 49.0970293,20.1493455 49.0969307,20.1495105 49.0967799,20.1498324 49.0963514,20.1501918 49.0958491,20.1504224 49.0955575,20.1506263 49.09528,20.1507872 49.095122,20.1509871 49.0950263)",,stream
"LINESTRING (20.2435487 49.1373927,20.2438384 49.1372313,20.2440101 49.1371997,20.2442837 49.1370734,20.2445036 49.13694,20.2446806 49.1368417,20.2448308 49.1367575,20.2449703 49.1366592,20.245201 49.1366206,20.2454102 49.1365855,20.2457428 49.1363925,20.2459359 49.1362416,20.2460861 49.1361363,20.2462095 49.1359924,20.2462631 49.1358801,20.2463758 49.1357326,20.2464831 49.1356449,20.2464133 49.1353711,20.246349 49.135143,20.2464187 49.134978,20.2463919 49.1348447,20.246408 49.1347148,20.2464133 49.1345814,20.2465528 49.1341638)",,stream
"LINESTRING (20.2384418 49.1368277,20.2387422 49.1366662,20.2388924 49.1365785,20.2391124 49.1365785,20.2392305 49.1365434,20.2394879 49.136417,20.2397293 49.1363925,20.2398848 49.1364416,20.240078 49.1364837,20.2402657 49.1364943,20.2405393 49.1364592,20.240829 49.1364767,20.2409148 49.1365364)",,stream
"LINESTRING (20.2476847 49.1296112,20.2484357 49.1298008,20.2488756 49.1298218,20.2493477 49.1299622,20.2500451 49.130222,20.2502918 49.1304818,20.2504957 49.1306924,20.2513218 49.1307836,20.2516115 49.1308468,20.2520149 49.1309225)",,stream
"LINESTRING (20.2557957 49.1314505,20.2555382 49.1311101,20.2554685 49.1308889,20.2554685 49.1306888,20.2556348 49.130408,20.2559406 49.1299973,20.257062 49.1285013)",,stream
"LINESTRING (20.1265443 49.0756141,20.1267922 49.0754824,20.1271999 49.0753664,20.1276237 49.075145,20.1279616 49.0749693,20.1282513 49.0747198,20.1284154 49.0746099,20.1288682 49.0742033,20.1293027 49.0739362,20.1295763 49.0736375,20.1306717 49.0734,20.1314914 49.0731877,20.1318616 49.0728714,20.1326072 49.0725657,20.1345491 49.0714622,20.1358474 49.0708221,20.1363891 49.0705836,20.1368505 49.0703973,20.1379073 49.0701091,20.1393932 49.0697401,20.1399028 49.0694976,20.1400208 49.0694238,20.1405626 49.0692622,20.1411313 49.0690232,20.1422739 49.0684538,20.1426709 49.0681902,20.143277 49.0675681,20.1437169 49.0671323,20.1445484 49.0661201,20.1458023 49.0651544,20.1469517 49.0645016,20.1470643 49.0644313,20.147582 49.0640991,20.1485047 49.0634946,20.1490894 49.0631817,20.1493388 49.0630025,20.1495025 49.0629041,20.1496553 49.0627019,20.1498538 49.062535,20.1515114 49.0618232,20.1521927 49.0613469,20.1526675 49.0609989,20.1531529 49.0608337,20.1537403 49.0605033,20.1542392 49.0601834,20.1547247 49.0599251,20.1552504 49.0596122,20.1554087 49.0595366,20.1555428 49.0593995,20.1556662 49.0593328,20.1559532 49.0592554,20.1564306 49.0590885,20.157128 49.058809,20.1575679 49.058628,20.1577556 49.0585207,20.1583672 49.058352,20.1602045 49.0579038,20.1618916 49.0575716,20.1623529 49.0575769,20.1624468 49.0575136,20.1627231 49.0571814,20.1634794 49.0568615,20.1640213 49.0568686,20.1647267 49.05696,20.1648366 49.0569213,20.1649359 49.0568158,20.165121 49.0566963,20.1654884 49.0566524,20.1660061 49.0565768,20.1670763 49.0562094,20.167889 49.055879,20.1681807 49.0556767)",,stream
"LINESTRING (20.2040076 49.1119588,20.2049303 49.1117059,20.2059388 49.1116779,20.206089 49.1113688,20.2063465 49.1109194,20.2072048 49.1103575,20.2076125 49.1100064,20.2082777 49.1095709,20.2090072 49.1091776,20.2094418 49.1089353,20.2096832 49.1085701,20.2098066 49.1084156,20.2104275 49.1081188)",,stream
"LINESTRING (20.2033639 49.1142552,20.2042651 49.1141007,20.2052414 49.1139111,20.2057993 49.1137145,20.206368 49.1134406,20.2068186 49.1132791,20.2075589 49.1130684,20.2080202 49.1129068,20.2088463 49.1127945,20.2093935 49.1125908,20.2099407 49.1124504,20.2109921 49.1121624,20.2113354 49.1118675,20.2118504 49.1116357,20.211947 49.1113759,20.2116573 49.1111371,20.2115071 49.1109545,20.21155 49.1107649,20.2118504 49.1103294,20.2120972 49.1099993,20.2134168 49.1095358,20.2139103 49.1094094,20.214479 49.1091917,20.2151656 49.1089529,20.2156377 49.1088124,20.216217 49.1087141,20.2170002 49.108679,20.2174079 49.1085806,20.2175259 49.1086509,20.2178371 49.1085385,20.2183199 49.1085455,20.2187168 49.1084823,20.2190709 49.1083769,20.2196073 49.1082927,20.2201116 49.1083067,20.2204227 49.1082646,20.2206051 49.1081662,20.2209806 49.1083559,20.2212596 49.1082014,20.2219999 49.1081943,20.2232015 49.1079696,20.2237272 49.1078432,20.2242529 49.1076114,20.2247786 49.1074779,20.2253044 49.1072813,20.2261305 49.1070636,20.2266133 49.1070706,20.2270853 49.1068528,20.2273536 49.1066702,20.2279758 49.1065508,20.2285766 49.10601,20.229097 49.1057536,20.2294055 49.1053129,20.22973 49.105046,20.2302074 49.104844,20.2303283 49.1048117,20.2306232 49.104772,20.2308431 49.1047036,20.2309746 49.1045613)",,stream
"LINESTRING (20.2113703 49.1081943,20.2116412 49.1083734,20.2117807 49.1085279,20.2121669 49.1086473,20.2126175 49.1086473,20.2129179 49.1085315,20.2130842 49.1084647,20.2134651 49.1084612,20.213744 49.1083453,20.2141088 49.1082751,20.2144253 49.1082751,20.2147847 49.1083769,20.2151012 49.1084191,20.2153748 49.1083769,20.2156269 49.1082646,20.2159113 49.1082927,20.2161258 49.1083102,20.2165496 49.1082716,20.2169841 49.1083137,20.2171934 49.1082154,20.2175474 49.1082751,20.2178532 49.108233,20.2180678 49.1082716,20.2187168 49.1084823)",,stream
"LINESTRING (20.1941612 49.0837309,20.1941156 49.0836132,20.1942122 49.0834797,20.1945555 49.0833638,20.1947594 49.0832513,20.1949203 49.08303,20.1950973 49.0828859,20.1952261 49.082777,20.1953494 49.0826997,20.1957035 49.0826892,20.195961 49.0825275,20.1963043 49.082387,20.1964921 49.0822956,20.1967227 49.0822359,20.196889 49.082141,20.196932 49.0820427,20.1971465 49.0820883,20.197683 49.0821235,20.1979083 49.0821937,20.1981121 49.0820848,20.1982087 49.0819302,20.1983589 49.0818635,20.198552 49.0817791,20.1986271 49.0816913,20.1987719 49.0816421,20.1988417 49.0815578,20.1990402 49.0815613,20.1991796 49.081621,20.1996732 49.0816983,20.1998556 49.0814805,20.1999521 49.0813224,20.2002311 49.0811889,20.2005476 49.0810237,20.2008265 49.0808445,20.2011216 49.0808129,20.2013898 49.0806934,20.2016419 49.0807321,20.201717 49.0807778,20.2021676 49.0808797,20.2026075 49.0806794,20.2030098 49.0806372,20.203262 49.080465,20.2036375 49.0804721,20.2037394 49.0803842,20.2039218 49.0803667,20.2040666 49.0801348,20.2043724 49.0799029,20.2048552 49.0797869,20.2052736 49.079801,20.2056545 49.0798712,20.2059603 49.0797061,20.2061748 49.0794531,20.2065933 49.079309,20.2069366 49.0792458,20.2070063 49.0792212,20.2070761 49.0790596,20.2077788 49.078673,20.2080738 49.0784587,20.2086586 49.0782127,20.2091038 49.0779913,20.2091896 49.0777594,20.2096242 49.0774818,20.2100694 49.077264,20.2104717 49.0769829,20.2111906 49.076635,20.2116895 49.0764558,20.2121884 49.0763574,20.2125585 49.0762555,20.2127892 49.0760376,20.2131647 49.0758935,20.2144307 49.0753418,20.2154928 49.0748288,20.2161366 49.0746179,20.2163136 49.0745652,20.2167696 49.07414,20.216952 49.0739502,20.2172095 49.0740205,20.2176493 49.073894,20.2181429 49.0738097,20.2184218 49.0735813,20.2190655 49.073279,20.2196664 49.0730541,20.2201384 49.072903,20.2204108 49.0726038)",,stream
"LINESTRING (20.2544831379843 49.1377519088183,20.2545243 49.1377262,20.255034 49.1375261,20.2565521 49.1370699,20.2576357 49.1365715,20.2585584 49.1363398,20.2593899 49.1360661,20.2598458 49.1359467,20.260275 49.1357186,20.2613425 49.1352623,20.2629518 49.134441,20.2630162 49.1343884,20.2635714 49.134155,20.2637029 49.1341357)",,stream
"LINESTRING (20.2829609417352 49.1364674099329,20.2834117 49.1362872,20.2834761 49.1359292,20.2835727 49.1356133,20.2837872 49.1353045,20.2840876 49.1350868,20.2845168 49.1348622,20.2858901 49.134441,20.2861583 49.1340479,20.2863729 49.1335425,20.2866733 49.1332336,20.2870595 49.1330722,20.2873492 49.1328195,20.2877462 49.1325246,20.2881861 49.1323561,20.2887332 49.1321034,20.2893233 49.1319349,20.2896881 49.1317384,20.2898705 49.1316401,20.2898973 49.1315243,20.2898169 49.1313487,20.2897002 49.1312803,20.289837 49.1309635,20.2899362 49.1308617,20.2902071 49.1307959,20.2903774 49.1307906,20.2904968 49.1307784,20.2906229 49.1307354,20.2907141 49.1306915,20.2908079 49.130559,20.2908321 49.1304256,20.2908455 49.1303001,20.2911606 49.1300044,20.2916419 49.1297713,20.2917226 49.1297718,20.2917869 49.1297578,20.2917883 49.1297192,20.2917599 49.129687,20.2917708 49.129649,20.2918097 49.1295682,20.2918406 49.1294559,20.2919036 49.1294103,20.2919868 49.1292778,20.2920498 49.1291751,20.2921088 49.1290347,20.2921785 49.1289381,20.2922738 49.1288969,20.2922671 49.1287732,20.2923019 49.1287091,20.2922979 49.1286564,20.2921128 49.1284941,20.2921759 49.1283853,20.2921591 49.128269,20.2921806 49.1282251,20.2922583 49.1281777,20.2923448 49.1280693,20.2924334 49.1280404,20.2926432 49.1280018,20.2926815 49.1279877,20.2927559 49.1279566,20.2928075 49.1279131,20.2929457 49.1278592,20.2929738 49.1278328,20.2929839 49.1277596,20.2930603 49.1276933,20.2931757 49.1276793,20.2933064 49.1276468,20.2933956 49.1276077,20.2934425 49.1275419,20.293458 49.1275081,20.2935579 49.1273796,20.2936725 49.1272668,20.2937778 49.1271167,20.2938187 49.1270373,20.2938201 49.1269434,20.2938087 49.1268894,20.293814 49.1268398,20.293816 49.126774,20.2936444 49.1265976,20.2936015 49.1265678,20.2936202 49.126473,20.2937222 49.1263905,20.2937034 49.1262492,20.2938375 49.1261772,20.2938938 49.1259991,20.2939166 49.125878,20.2939595 49.12572,20.2940802 49.1255927,20.2942063 49.125541,20.2943417 49.12544,20.2944893 49.1253198,20.2946971 49.1252312,20.2948514 49.125132,20.2950297 49.1251004,20.2951209 49.1250776,20.2951571 49.1250398,20.2952027 49.1249179,20.2953798 49.1247458,20.2955997 49.1245633,20.2958491 49.1244615,20.2960449 49.1243825,20.2961549 49.1241964,20.2962407 49.1240841,20.2968067 49.1239735,20.2970722 49.1238559,20.2973753 49.1235048,20.2977079 49.1231292,20.2978635 49.1229379,20.2978715 49.1227395,20.2979493 49.1226359,20.2981156 49.1225341,20.2983624 49.1224358,20.2984965 49.1222866,20.2984938 49.1221796,20.2984455 49.1219373,20.298298 49.1218531,20.2980512 49.1216389,20.2980056 49.1215511,20.2980459 49.121437,20.2982095 49.1212896,20.2983355 49.1212369,20.2984455 49.1210947,20.2983409 49.1208577,20.298416 49.1206857,20.2984831 49.1205418,20.2985153 49.120468,20.2987298 49.1203487,20.2988613 49.1202486,20.2989149 49.1201521,20.2989766 49.1201047,20.2990919 49.1201187,20.2992073 49.1200169,20.2993521 49.1198536,20.2994031 49.1197378,20.2994728 49.1196395,20.2996793 49.1195429,20.2998617 49.1194727,20.300028 49.1193498,20.3001434 49.1193042,20.3002211 49.1192164,20.3002802 49.1189759,20.3004089 49.1187565,20.3005645 49.1185002,20.3008729 49.1181491,20.3009802 49.1178138,20.3009292 49.1177032,20.3008434 49.1175978,20.300822 49.1174767,20.30083 49.1171993,20.3008059 49.117094,20.3008246 49.1169799,20.3009561 49.1167833,20.3010339 49.1167306,20.3012967 49.1166867,20.3014228 49.1165796,20.3015703 49.1163953,20.3016964 49.1163075,20.3019029 49.1162285,20.3023508 49.1161477,20.3024796 49.1160687,20.3026351 49.1158844,20.3027987 49.1156562,20.3030589 49.1153016,20.3034049 49.1147433,20.3036356 49.1140305,20.3036678 49.1135494,20.3035659 49.1131597,20.3034049 49.1129384,20.3034854 49.1127945,20.303362 49.1126716,20.3032547 49.1125136,20.3031689 49.1123099,20.3032118 49.1120149,20.3032762 49.1118359,20.3034103 49.1116638,20.3037053 49.1112705,20.3039682 49.1109474,20.3040701 49.1107929,20.3042793 49.1106419,20.3045583 49.1105296,20.3047889 49.1103505,20.3050679 49.1102311,20.3051966 49.1100625,20.305379 49.1098343,20.3055882 49.1095779,20.305835 49.1094269,20.3060067 49.1091039,20.3062588 49.1087808,20.3065216 49.1086228,20.3069454 49.1084015,20.3072834 49.1082189,20.3074604 49.1081346,20.3076214 49.1080855,20.3077394 49.1079099,20.3078198 49.1078414,20.3082007 49.1075798,20.3084743 49.107434,20.3087452 49.1073656,20.3087882830568 49.1073423696347)",,stream
"LINESTRING (20.2439886 49.1310679,20.2441925 49.1311311,20.2444875 49.1311136,20.2447718 49.1311732,20.2449381 49.1312399,20.2450401 49.1313838,20.2451581 49.1316471,20.2452278 49.1317068,20.245614 49.1318331,20.2458233 49.1318858,20.2462739 49.1320508,20.2466816 49.1321139,20.2469552 49.1321631,20.2472663 49.1323632,20.2474916 49.1324298,20.2477115 49.1324614,20.2479744 49.1324439,20.2483821 49.132486,20.248704 49.132472,20.2490258 49.1324018,20.2495469 49.1323855,20.2497983 49.1323491)",,stream
"LINESTRING (20.2413386 49.1379332,20.2414137 49.1377648,20.2413601 49.1375823,20.2413708 49.137319,20.2413225 49.1371576,20.2413601 49.1370979)",,stream
"LINESTRING (20.1281011 49.0066334,20.1272321 49.0067601,20.1266634 49.006753,20.1260841 49.0067425,20.1255906 49.006739,20.1252848 49.0067143,20.1249629 49.006739,20.1246089 49.006841,20.1241583 49.0070592,20.1240213 49.0071526,20.1238713 49.0072879)",,stream
"LINESTRING (20.1403534 49.011155,20.1399028 49.0115491,20.1393449 49.0119361,20.1389694 49.0122176,20.138315 49.0125554,20.1377034 49.0128579,20.1370275 49.013245,20.1365983 49.0135616,20.1362443 49.0138572,20.1360083 49.014202,20.1358902 49.0145186,20.1357615 49.0149619,20.135622 49.0154123,20.135386 49.0159752,20.1353109 49.0161933,20.1346886 49.0164396,20.1340127 49.0167211,20.1329559 49.0172523,20.1322993 49.0175846,20.1320685 49.0176872)",,stream
"LINESTRING (20.1428318 49.0133505,20.1418984 49.0136707,20.1411742 49.0139838,20.140745 49.0142759,20.1403373 49.014487,20.1398706 49.0148423,20.1394522 49.0152364,20.1390268 49.0155339,20.1386958 49.0159013,20.138433 49.0162074,20.138154 49.0162743,20.1370597 49.0162356,20.1366466 49.0162496,20.1357669 49.0162531,20.1353109 49.0161933)",,stream
"LINESTRING (20.1520693 49.0184942,20.1522088 49.018853,20.152477 49.0193526,20.1528954 49.0197994,20.1531476 49.0200316,20.1533246 49.0202989,20.1532577 49.0204352,20.1530899 49.0206446)",,stream
"LINESTRING (20.3032643 49.085968,20.3046275 49.0858579,20.3054304 49.085968,20.3059906 49.0860169,20.3065020331073 49.0859149706077)",,stream
"LINESTRING (20.2887737 49.0775899,20.3035631 49.0789109,20.305791273291 49.0792535230273)",,stream
"LINESTRING (20.2688305 49.0814305,20.2694841 49.0814795,20.2727146 49.0807334,20.2734802 49.0806478,20.2799713 49.0814577)",,stream
"LINESTRING (20.2274609 49.0409063,20.2281582 49.0410329,20.2290916 49.0412439,20.229392 49.0412931,20.2302289 49.0412579,20.2309263 49.0412579,20.2315485 49.0412579)",,stream
"LINESTRING (20.2279222 49.0417573,20.2282977 49.0418628,20.2287483 49.0417995,20.2292526 49.0417995,20.2295422 49.0418065,20.2299392 49.0418839,20.2303898 49.0418206,20.2308512 49.0416588,20.2309263 49.0412579)",,stream
"LINESTRING (20.2309853 49.0430302,20.2311838 49.0427102,20.2312428 49.0423234,20.2313286 49.0418979,20.2314037 49.0415357,20.2315485 49.0412579)",,stream
"LINESTRING (20.2324712 49.0457799,20.2326751 49.0454072,20.232718 49.0448903,20.232954 49.0443031,20.2330613 49.0437124,20.2332061 49.0431708,20.2333832 49.0424219,20.2334851 49.0420913,20.2335763 49.041919,20.2338499 49.0418487,20.2343434 49.0418381,20.2346116 49.0418768,20.2349054 49.0418752)",,stream
"LINESTRING (20.2464294 49.0337462,20.2475023 49.0337181,20.2484012 49.0340714)",,stream
"LINESTRING (20.1010108 49.0105709,20.1022982 49.0104442,20.1037788 49.0098672,20.104959 49.0097405,20.1057315 49.0096138,20.1063487 49.0092019,20.1069546 49.0087975,20.1080274 49.0086286,20.1089716 49.0087552,20.1103878 49.0092479,20.1113963 49.0093605,20.1116163 49.0094342,20.1134133 49.0100361,20.1146364 49.0102331,20.1154947 49.0104864,20.1161384 49.0106553,20.1174044 49.010965,20.1182198 49.0111761,20.1190138 49.0112183,20.1198935 49.0114154,20.1207304 49.0115842,20.1215029 49.0119783,20.1227689 49.0122598,20.1233053 49.0123865,20.1235843 49.0125131,20.1238961 49.0126853)",,stream
"LINESTRING (20.106622 49.0073829,20.1071262 49.007397,20.1077056 49.0072985,20.1082313 49.0070486,20.108757 49.0067038,20.109213 49.0063167,20.1093578 49.0056762,20.109449 49.0054651,20.1097012 49.0051976,20.1103395 49.0048352,20.1110744 49.0044481,20.1119381 49.0041349,20.1123431 49.0040258,20.112488 49.0039114)",Hájsky potok,stream
"LINESTRING (20.112488 49.0039114,20.1129064 49.0038586,20.1135045 49.0036598,20.1140517 49.0035226,20.1143548 49.0034698,20.1151755 49.0034839,20.1158488 49.0035402,20.1166132 49.0036352,20.1170343 49.0036651,20.1173186 49.0037056,20.1177451 49.0037795,20.1181233 49.0038674,20.1190004 49.0040874,20.1202476 49.0044023,20.1209825 49.0045924,20.1214251 49.0047771,20.1220661 49.0050833,20.1225328 49.0053912,20.1228252 49.0055971,20.1232731 49.0059789,20.1235387 49.0062868,20.1236245 49.0067108,20.1237479 49.0071032,20.1238713 49.0072879,20.1240188 49.0076257,20.1239651 49.0078298,20.1240081 49.0079952,20.1239115 49.008282,20.1238096 49.0085916,20.123477 49.0089646,20.1232785 49.009174,20.1229647 49.0095628,20.1229244 49.0101029,20.1230451 49.0103492,20.1233858 49.0106923,20.1237693 49.0110107,20.1239356 49.0112482,20.1241127 49.0116423,20.1241395 49.0117355,20.1240134 49.0122123,20.1239088 49.0125202,20.1238961 49.0126853)",Hájsky potok,stream
