WKT,name,waterway
"LINESTRING (20.1381925 49.1010831,20.1381353 49.1008157,20.1381272 49.1006717,20.1380011 49.1005751,20.1379931 49.100424,20.1378375 49.1003292,20.1377651 49.1002309,20.1376954 49.099913,20.1375934 49.0995161,20.1375613 49.0993563,20.1375183 49.0992088,20.1377182 49.0988619,20.1377343 49.0986731,20.1377235 49.0986169,20.137682 49.0985959,20.1373574 49.0985616,20.1369899 49.0984922,20.1368545 49.0984422,20.1368129 49.0983237,20.1368129 49.0982437,20.1367834 49.0981349,20.1366775 49.0980198,20.1366587 49.0979794,20.1367834 49.0978565,20.1369323 49.0978126,20.1370047 49.0977942,20.1371951 49.0975816,20.1373909 49.0974692,20.1374701 49.0974201,20.1375197 49.0973612,20.1375318 49.0972971,20.1375398 49.0967834,20.1375183 49.0966341,20.1374446 49.0964462,20.1374271 49.0963733,20.1374915 49.0962416,20.1375438 49.0961248,20.1375398 49.0960107,20.1375344 49.0959343,20.1375023 49.0958921,20.1374191 49.0958614,20.1372957 49.0958465,20.137222 49.0958359,20.1371495 49.095799,20.1371026 49.0957235,20.1370932 49.0956164,20.1370959 49.0954469,20.1371093 49.0952757,20.1371402 49.0952036,20.1372421 49.0950754,20.1372971 49.0949894,20.1373453 49.0949182,20.137407 49.0948322,20.1374727 49.0947426,20.1374929 49.0947136,20.1374848 49.0946109,20.1375116 49.0945336,20.1375572 49.0944748,20.1376055 49.0944221,20.1377852 49.0940989,20.1378375 49.0939487,20.1378308 49.0938618,20.1379153 49.0937204,20.137969 49.0936308,20.1379582 49.0935474,20.137977 49.0934842,20.1380374 49.0934236,20.1382002 49.0933988)",,stream
"LINESTRING (20.1347208 49.0968221,20.135107 49.096527,20.1356435 49.096527,20.1362443 49.0963865,20.1369417 49.0961196,20.1372957 49.0958465)",,stream
"LINESTRING (20.127393 49.1164532,20.1288843 49.1160038,20.1296246 49.1158423,20.1299894 49.1156176,20.1304936 49.1153999,20.1309872 49.1153226,20.1317596 49.1153296,20.1324811 49.115318)",,stream
"LINESTRING (20.184524 49.1170782,20.184803 49.1168114,20.1853287 49.1166218,20.1855433 49.116397,20.1858652 49.1161934,20.1862514 49.1160881,20.186702 49.1159757,20.1870131 49.1156176,20.1872492 49.1154209,20.1878602 49.1152459,20.1882899 49.1151681,20.1888049 49.115126,20.1893306 49.1150487,20.1898563 49.1149364,20.1903069 49.1149153,20.1908111 49.1147959,20.1910365 49.1146625,20.1910686 49.114494,20.1915407 49.114206,20.1915944 49.1139954,20.1919055 49.1138128,20.1920557 49.1136091,20.1922166 49.1134546,20.192045 49.1132369,20.1923239 49.1128366,20.1924821 49.1121052,20.1925063 49.111943,20.1926516 49.1118247,20.1926686 49.1117393,20.1926766 49.1116612,20.1927182 49.1115971,20.1927522 49.1115513,20.1927383 49.1114891,20.1927377 49.1114606,20.1927088 49.1114017,20.1927149 49.1113241,20.1927531 49.1112745,20.1927651 49.1112306,20.1927725 49.1111994,20.1927571 49.1111318,20.1927839 49.1110532,20.1927933 49.111012,20.1928141 49.1109259,20.1928456 49.1108579,20.1928778 49.1107771,20.1928845 49.1107289,20.1928744 49.1106907,20.1928738 49.1106051,20.1928879 49.1105599,20.1929127 49.1105015,20.1929113 49.1104185,20.1929328 49.110361,20.1929683 49.1103038)",,stream
"LINESTRING (20.1838267 49.1037202,20.1839125 49.1035235,20.1839232 49.1032566,20.1841271 49.1030108,20.1841271 49.1028,20.1842558 49.102505,20.1841056 49.1021819,20.1841807 49.101922,20.1842344 49.10162,20.1842558 49.1012828,20.1844168 49.1011774,20.1845562 49.1009035,20.1846635 49.1005452,20.184685 49.1002502,20.1847333 49.1000992,20.1846841 49.0999351,20.1845509 49.0998919,20.1845401 49.0997023,20.1847386 49.0994423,20.1848191 49.0992492,20.1848781 49.0990455,20.1849103 49.0989366,20.1850283 49.0987258,20.1851624 49.0985748,20.1854038 49.09835,20.1855433 49.0981709,20.1857471 49.098062,20.1859617 49.0977845,20.1861656 49.0974297,20.1861709 49.0972014,20.1861173 49.0969345,20.1861817 49.0967869,20.1864499 49.0966675,20.186643 49.0965411,20.1867878 49.096383,20.1867878 49.0961441,20.1867288 49.0959439,20.18682 49.0956348,20.1868683 49.0954241,20.1870346 49.0950974,20.1870507 49.094841,20.1871687 49.0945845,20.1869541 49.0943035,20.1867664 49.0942087,20.1867181 49.0940576,20.1867557 49.0939663,20.1865947 49.0938679,20.1866376 49.0937696,20.186761 49.0937907,20.1866966 49.0936923,20.1864821 49.093615,20.1863265 49.0934394,20.1864392 49.0932181,20.1868737 49.092779,20.1877212 49.0917989,20.1879412 49.0915811,20.1880324 49.0914055,20.1881772 49.091019,20.1882148 49.0907239,20.1882577 49.0904394,20.1882255 49.08993,20.1882201 49.0895049,20.1883006 49.089259,20.1884079 49.0887883,20.188601 49.0884053,20.1888478 49.088047,20.1891053 49.0878204,20.1892608 49.0875104,20.189285 49.0872179,20.1893118 49.0870422,20.189352 49.0868191,20.1894835 49.08664,20.1896122 49.0864854,20.1898348 49.0863659,20.1900038 49.0862974,20.1901513 49.0862289,20.1903525 49.0860041,20.1904035 49.0858231,20.1904115 49.0856773,20.1904973 49.0854367,20.1906368 49.085275,20.1910686 49.0849413,20.1919404 49.0846918,20.19256 49.084539,20.1933619 49.0841595,20.1941612 49.0837309)",,stream
"LINESTRING (20.1888585 49.1064516,20.1888572 49.1064371,20.1888438 49.1064187,20.1888417 49.1064038,20.1888666 49.1063796,20.18889 49.1063506,20.1888934 49.1063287,20.1888954 49.106298,20.1888961 49.1062576,20.1889309 49.1062014,20.1888746 49.1061399,20.1888639 49.1060188,20.1889712 49.1059503,20.1889872 49.1058484,20.1891428 49.1057747,20.1892394 49.105729,20.1891428 49.1056272,20.1892286 49.1055043,20.1892501 49.1053603,20.1892769 49.1053217,20.1892233 49.1052479,20.189116 49.1051952,20.1892179 49.1050864,20.1893574 49.1049248,20.1893735 49.1047703,20.1893306 49.1046368,20.1894432 49.104542,20.1894754 49.1044191,20.1894325 49.1042646,20.1895237 49.1040117,20.1895934 49.1037342,20.1895988 49.1036359,20.1897705 49.103506,20.1897597 49.1034287,20.1897436 49.1033549,20.189749 49.1032215,20.1898348 49.1031372,20.1897973 49.1030283,20.1898456 49.1029511,20.1898026 49.1028878,20.1898885 49.1027614,20.1898777 49.1026174,20.1899475 49.1024734,20.190205 49.1023645,20.190205 49.1022381,20.1902372 49.1020274,20.1903498 49.1017534,20.190382 49.1014724,20.1906127 49.1014092,20.19072 49.1013881,20.1907629 49.1012793,20.1907307 49.1010896,20.1908541 49.1009421,20.1914763 49.1006998,20.1916587 49.1006225,20.1919323 49.1005838,20.1924741 49.1005698,20.1937348 49.1004082,20.1950598 49.1002432,20.1965296 49.1001062,20.1975006 49.099769,20.1985145 49.0993651,20.1993486 49.0990261,20.1997 49.0988558,20.1998497 49.0987466,20.2003652 49.0984062,20.2007058 49.0979724,20.2009875 49.0974859,20.2011725 49.0971733,20.2018618 49.0960282,20.2025378 49.0953889,20.2027523 49.095129,20.2032459 49.0947496,20.2038521 49.0942438,20.2042168 49.0937907,20.204587 49.0932638,20.20522 49.0921748,20.2058154 49.091423,20.2063143 49.0906396,20.2063036 49.0902673,20.2060246 49.0894136,20.2058262 49.0889007,20.205735 49.0887672,20.2056384 49.0886934,20.2053863 49.088321,20.2053273 49.0880154,20.2054024 49.087657,20.2054453 49.0874779,20.2059281 49.0872003,20.2078485 49.0864625,20.2083528 49.0862553,20.2097475 49.0859566,20.2100962 49.0858477,20.2101392 49.085651,20.2100587 49.0855175,20.209415 49.0839294,20.2085835 49.0821481,20.2084762 49.0819759,20.208326 49.0817967,20.2077842 49.0806829,20.2074248 49.0801558,20.2070975 49.0793336,20.2070063 49.0792212)",,stream
"LINESTRING (20.1907307 49.1010896,20.1905483 49.1009597,20.1904464 49.1008648,20.1904893 49.1006436,20.1905268 49.1004258,20.1906663 49.1003099,20.1908004 49.100208,20.1909077 49.1000359,20.1910365 49.0999095,20.1910847 49.0997304,20.1910955 49.0996706,20.1910955 49.0994704,20.1912188 49.0992457,20.191471 49.0991016,20.1916641 49.098926,20.1916561 49.0987434,20.1916386 49.0985651,20.1916091 49.0984984,20.19153 49.0983605,20.1914737 49.0982736,20.1914679 49.0982442,20.1914951 49.0981577,20.1915032 49.0981173,20.1916507 49.0979917,20.1916909 49.097932,20.1917204 49.0978776,20.1917379 49.0978161,20.1917727 49.0977555,20.1918559 49.0976967,20.1919967 49.0976501,20.1921348 49.0975887,20.1922341 49.0975044,20.1923105 49.097435,20.1923735 49.0973358,20.1923829 49.0972225,20.1924554 49.097176,20.1925814 49.0971461,20.1926297 49.0971004,20.1926592 49.09701,20.1927236 49.0969397,20.1928215 49.0969213,20.1928858 49.0968914,20.1929301 49.0968282,20.1929086 49.0967386,20.1928711 49.0966535,20.192906 49.09657,20.1929502 49.0965165,20.1930428 49.096477,20.1930749 49.0964647,20.1930749 49.0963988,20.1930615 49.096347,20.1930897 49.0963005,20.1931608 49.0962645,20.193205 49.0962223,20.1932037 49.0961679,20.1931661 49.0961117,20.1931044 49.0960502,20.1930656 49.0959799,20.1930803 49.0959413,20.1930562 49.0958763,20.1929905 49.0957938,20.1929851 49.0957349,20.1930052 49.0956612,20.1931474 49.0955356,20.1932734 49.0954276,20.1933324 49.0953143,20.1933391 49.0952107,20.1933123 49.0950456,20.1933123 49.0949393,20.193374 49.0947558,20.1935162 49.0945679,20.1935296 49.0944247,20.193551 49.0942631,20.1936235 49.0938416,20.193724 49.0934368,20.193724 49.0932541,20.193653 49.0929977,20.1935792 49.0927869,20.1935148 49.0926534,20.1932842 49.092245,20.1926511 49.0910015,20.1923078 49.0902778,20.1923776 49.0897684,20.1925385 49.0894417,20.1928765 49.0891466,20.1931822 49.0887848,20.1934022 49.0885213,20.1937562 49.0883316,20.1938903 49.0881629,20.1940244 49.0879697,20.1945287 49.0877695,20.1950061 49.0874814,20.1950705 49.0872741,20.1953441 49.0870036,20.1956069 49.0869087,20.1957035 49.0867577,20.1957303 49.086712,20.1958859 49.0866628,20.1959073 49.086452,20.1950866 49.0850783,20.1941612 49.0837309)",,stream
"LINESTRING (20.194298 49.0939277,20.1944214 49.0938679,20.1945984 49.0938328,20.194636 49.0937169,20.1947164 49.0935483,20.194872 49.0934394,20.19521 49.0932181,20.1953548 49.0930881,20.1954138 49.0929441,20.1953441 49.0927158,20.1952207 49.0925226,20.1951832 49.0922731,20.1951134 49.0921959,20.1950705 49.0921045,20.1950973 49.0919956,20.1951778 49.091964,20.1952368 49.09182,20.1952422 49.0916795,20.1951992 49.0915214,20.1952583 49.0913949,20.1953816 49.0912966,20.195446 49.0911455,20.1954997 49.0909944,20.1955372 49.0907872,20.1955587 49.0906396,20.1957679 49.0904253,20.1959181 49.0903094,20.19602 49.0902075,20.1961541 49.0901548,20.1962668 49.0898949,20.1965135 49.0897508,20.1970017 49.0896174,20.1972377 49.0895366,20.197286 49.0893995,20.1971358 49.089122,20.1966423 49.0883175,20.1964009 49.0880154,20.1962078 49.0876535,20.1957035 49.0867577)",,stream
"LINESTRING (20.1997 49.0988558,20.1999307 49.098905,20.2001717 49.0989768,20.2005047 49.0990595,20.2010411 49.0990419,20.2016473 49.0989647,20.2021354 49.0987609,20.2030813 49.0984373,20.2035624 49.0982516,20.2038091 49.0980479,20.2043992 49.0979145,20.2048928 49.0977968,20.2052039 49.0977142,20.205346 49.0976528,20.2056143 49.0975878,20.2058288 49.0975211,20.2061293 49.0973489,20.2064404 49.0971136,20.2066067 49.0968642,20.2066764 49.0967307,20.2067193 49.0965692,20.2067891 49.0963514,20.2068508 49.0962688,20.2069285 49.0961143,20.2070868 49.0958895,20.2072638 49.0957174,20.2074274 49.0955997,20.2075803 49.0954504,20.2076367 49.0953573,20.2078378 49.0951817,20.2079451 49.0950746,20.2080953 49.0948199,20.2080792 49.0946144,20.2080443 49.0944915,20.2081034 49.094358,20.2082536 49.0942175,20.2083743 49.0939839,20.2085137 49.0936747,20.2086049 49.0934851,20.2087444 49.0932989,20.2091628 49.0928194,20.2092862 49.0925348,20.2099112 49.0918182,20.2099997 49.0917603,20.2100185 49.0916637,20.210335 49.0913791,20.2110189 49.0905711,20.2128696 49.0890236,20.213846 49.0881946,20.2155733 49.086712,20.2164745 49.0846181,20.2168608 49.0833111,20.2168929 49.0825592,20.217247 49.0821938,20.2175045 49.0815191,20.2179283 49.0810132,20.2186096 49.080574,20.2187651 49.0804826,20.2187169 49.0802402,20.2185881 49.0800399,20.2187437 49.0794777,20.2193659 49.0788452,20.2197039 49.0785992,20.2205354 49.0784306,20.2209485 49.0782619,20.2213347 49.0779949,20.2219355 49.0775627,20.2229279 49.0773553,20.223459 49.077278,20.2237004 49.0772253,20.2238613 49.0769688,20.2255243 49.0769864,20.2275413 49.0770707,20.2292472 49.0770426,20.2298963 49.0770883,20.2304918 49.0768599,20.2325141 49.077011,20.2361137 49.0774326,20.2374226 49.0776997,20.2387959 49.0780827,20.2400619 49.0784657,20.240491 49.0785874)",,stream
"LINESTRING (20.2255122 49.0836189,20.2275936 49.0829724,20.2283017 49.0826351,20.2328507 49.0814546,20.2357261 49.0803724,20.240491 49.0785874,20.2432577 49.0776176,20.2464978 49.0762401,20.2495368 49.0749808,20.2503817 49.0746307,20.2533536 49.0744479)",,stream
"LINESTRING (20.2400136 49.0783357,20.2436936 49.0771761,20.245378 49.0765015,20.2476525 49.0755456,20.249176 49.0748077,20.2495368 49.0749808)",,stream
"LINESTRING (20.0783663718767 49.1456957022281,20.0788753 49.1447863,20.0789914 49.1444487,20.0789646 49.1436597,20.0791411 49.143119,20.0793511 49.1427727,20.0795543 49.1426251,20.0795107 49.1419311,20.0796812 49.1416992,20.0796198 49.1410481,20.0794794 49.14036,20.079455 49.140255,20.0795841 49.1398234,20.0797482 49.139449,20.0798424 49.1388781,20.0796819 49.1385767,20.0793922 49.1381291,20.0794759 49.1377524,20.078394 49.1362202,20.0781148 49.1356698,20.0779333 49.1355693,20.0769037 49.1353387,20.0759152 49.1356183,20.0754669 49.1355559,20.0752707 49.1352678)",Krupá,stream
"LINESTRING (20.0747465615598 49.1353522199249,20.0752707 49.1352678)",Hincov potok,stream
"LINESTRING (20.2453231621843 48.9826384990863,20.2453306 48.9826617,20.2456033 48.982728,20.2456033 48.9828204,20.2456472 48.9830542,20.2457308 48.9831639,20.246175 48.9832822,20.2463509 48.9833399,20.2464872 48.9836256,20.2465708 48.9836747,20.2466499 48.9838075,20.2466455 48.9839576,20.2467291 48.9841452,20.2467379 48.9843414,20.2468742 48.9845752,20.2468566 48.9847368,20.2468742 48.9848205,20.2469974 48.9848321,20.2471205 48.9848638,20.2470457 48.9849937,20.2469798 48.9851178,20.2470457 48.9852044,20.2469754 48.985265,20.2469358 48.9853544,20.2468874 48.985441,20.246817 48.9854612,20.2467951 48.985594,20.2466983 48.9857556,20.2467467 48.9858941,20.246817 48.986024,20.2468478 48.9862145,20.2466543 48.986529,20.2465136 48.9865781,20.2462849 48.9867715,20.2462585 48.9868927,20.2461882 48.9869735,20.2459375 48.9870139,20.2455857 48.9871438,20.2454185 48.9872679,20.2451987 48.9873746,20.2450403 48.987568,20.2450227 48.9876748,20.244948 48.987744,20.2445742 48.9877412,20.2443719 48.98777,20.2440948 48.9878681,20.2439321 48.9880182)",Kubašok,stream
"LINESTRING (20.1401518 49.1019885,20.1401161 49.1018732,20.140028 49.1018109,20.1400244 49.1017439,20.1401055 49.1016793,20.1401196 49.1015847,20.1400597 49.1015131,20.1398905 49.101467,20.1397354 49.1012939,20.1397318 49.1010562,20.1393899 49.1009361,20.1392101 49.1005299,20.139062 49.1004399,20.1390092 49.1003707,20.1389457 49.1003568,20.1387941 49.1003984,20.1387095 49.100373,20.1386002 49.1001283,20.1385262 49.0999875,20.1384592 49.0999829,20.1384033 49.0999931,20.1382583 49.0999252,20.1382548 49.0998583,20.1382894 49.0998011,20.1383201 49.099729,20.1383526 49.09969,20.1383183 49.0996392,20.1382172 49.0996179,20.1382064 49.0995659,20.1381035 49.0994784,20.1381144 49.0994028,20.1381721 49.0993508,20.1382425 49.099365,20.1382497 49.0992858,20.1382461 49.0992374,20.1383183 49.099196,20.1383526 49.0991534,20.1383616 49.0990294,20.1382461 49.0989431,20.1381847 49.0988958,20.1382046 49.0987575,20.1381107 49.0986796,20.1382136 49.0985153,20.1383111 49.0984456,20.1384934 49.0981288,20.1385782 49.0980284,20.1386829 49.0978866,20.1386829 49.0977767,20.1387587 49.0975486,20.138719 49.0973571,20.1386161 49.0972188,20.1385385 49.0970888,20.1383598 49.0969458,20.1383562 49.0965913,20.1382714 49.0962604,20.1382876 49.0961859,20.1383093 49.0960902,20.138266 49.0959046,20.1382317 49.0956872,20.1382118 49.0954402,20.1382533 49.0951246,20.13821 49.094997,20.138127 49.0947476,20.1380873 49.094633,20.1381198 49.0944793,20.1382263 49.0944119,20.1382028 49.0943599,20.1381089 49.0942973,20.1381089 49.0941803,20.1381902 49.0940905,20.1383021 49.0938624,20.1383544 49.0937194,20.138358 49.0935811,20.1382876 49.093509,20.1381974 49.0934109,20.1382002 49.0933988,20.13821 49.0933565,20.1385187 49.0929251,20.1386558 49.0927868,20.1389266 49.0926568,20.1390908 49.0925812,20.1391522 49.0924878,20.1391233 49.0922514,20.1392803 49.092028,20.1393652 49.0919323,20.1394193 49.0918815,20.139589 49.0918507,20.1397532 49.0918436,20.1398435 49.0918188,20.1400167 49.0917609,20.1403145 49.0917243,20.1404625 49.0917255)",,stream
"LINESTRING (20.1392101 49.1005299,20.1393309 49.1004534,20.1393922 49.1003777,20.1393561 49.1001615,20.1394085 49.1001154,20.1394662 49.09997,20.1395132 49.0998968,20.1395511 49.0998105,20.139616 49.0996852,20.1396539 49.0995623,20.1396594 49.099508,20.1399102 49.0993673,20.1399373 49.0993,20.1399157 49.0991889,20.1400113 49.0990861,20.1400185 49.0989667,20.1399409 49.0987847,20.1400023 49.09865,20.1400853 49.0985094,20.1400131 49.098416,20.1401214 49.0982529,20.1400727 49.0981501,20.1400709 49.0980284,20.1399752 49.0979338,20.139968 49.0970971,20.1397947 49.0969908,20.1399157 49.0967284,20.1399608 49.0964755,20.1398272 49.0963868,20.1398543 49.0961079,20.1396774 49.0959484,20.1394392 49.0957936,20.1394211 49.0956635,20.1395727 49.0955761,20.1396918 49.095296,20.1396197 49.0952676,20.1396106 49.0951211,20.139903 49.0948859,20.1397965 49.0945408,20.1399445 49.0944569,20.1399301 49.0943812,20.1399463 49.094302,20.1399409 49.0942181,20.1398561 49.0940952,20.1394536 49.0938683,20.1394572 49.0937241,20.1394879 49.0935539,20.1398254 49.0933518,20.1399554 49.0932135,20.1400781 49.0930398,20.1401629 49.0928731,20.1401683 49.0927336,20.1402008 49.0926615,20.1402351 49.0926048,20.1402821 49.0925197,20.1403416 49.0924665,20.1402586 49.0923448,20.1402207 49.092229,20.1402478 49.0921214,20.1403506 49.0919571,20.1403849 49.0918247,20.1404625 49.0917255,20.1405347 49.091586,20.1405618 49.0915044,20.1405347 49.0913921,20.1404427 49.0912881,20.1404427 49.0912125,20.1406087 49.0911818,20.140847 49.0910246,20.1409228 49.0909761,20.1409733 49.0908744,20.1410636 49.0907492,20.1411286 49.0906581,20.1413036 49.0905104,20.1413939 49.0904418,20.1414083 49.0903047,20.1414679 49.0901558,20.1416773 49.0899111,20.1418018 49.0897646,20.1419751 49.0896251,20.1421483 49.0895305,20.1422386 49.089436,20.1424137 49.0891629,20.1426772 49.0889052,20.1429461 49.0885495,20.1431465 49.0883497,20.1432132 49.0882551,20.1432836 49.0881665,20.143345 49.0880353,20.1433161 49.0879537,20.1434352 49.0878521,20.1434804 49.0876948,20.143558 49.0875766,20.143623 49.0875364,20.1436193 49.0874821,20.1436284 49.0874336,20.143845 49.0871759,20.1438486 49.087118,20.1439135 49.0870045,20.144094 49.0869395,20.1440688 49.0868615,20.1440742 49.0867598,20.14415 49.086657,20.144363 49.086475,20.1445651 49.0863887,20.1447961 49.0864407,20.1449586 49.0864395,20.145121 49.0863698,20.145713 49.0862043,20.1459639 49.0860707,20.1461192 49.08593,20.1461932 49.0858343,20.1464801 49.0854371,20.1465884 49.0852645,20.1466931 49.0852184,20.146814 49.0852527,20.1469981 49.0852279,20.146944 49.0850683,20.1470126 49.0850044,20.14711 49.0849772,20.1473429 49.0847716,20.1476082 49.0846959,20.1476786 49.0845848,20.1476858 49.0844784,20.1477327 49.0844583,20.1479223 49.0845091,20.1479818 49.0844406,20.1480558 49.0844287,20.1480414 49.0843164,20.1481425 49.084307,20.1484493 49.0839772,20.1485432 49.0839417,20.1486063 49.084015,20.1487543 49.0840351,20.1487273 49.0839157,20.1486514 49.0837892,20.1488987 49.0837384,20.1490738 49.0837597,20.1490557 49.0836615,20.1493373 49.0836166,20.1494528 49.0836686,20.1494619 49.0835575,20.1497344 49.08347,20.1499365 49.08334,20.1500033 49.0833424,20.1500791 49.0833589,20.1504058 49.0831958,20.150626 49.0829806,20.1509292 49.0828719,20.1509726 49.0826354,20.1511296 49.0825125,20.1514292 49.0823789,20.1516404 49.0823423,20.1519039 49.0822477,20.152023 49.0821377,20.152588 49.0819663,20.1530428 49.081575,20.1535518 49.0813622,20.1536276 49.0812168,20.1538279 49.0811069,20.1541312 49.0810998,20.1543604 49.0809887,20.154503 49.0807818,20.1546167 49.0807439,20.154808 49.0807912,20.1549885 49.0807877,20.1555787 49.0804862,20.1557628 49.0805193,20.1561274 49.0803479,20.1563602 49.080245,20.1565913 49.0800512,20.1567483 49.079979,20.1569685 49.0799459,20.1571021 49.0799034,20.1572104 49.0797473,20.1573728 49.0796504,20.1577013 49.0795286,20.1581435 49.0794246,20.158407 49.0793844,20.1588095 49.0794092,20.1590351 49.079447,20.1592625 49.0794269,20.1594015 49.0794541,20.1598239 49.0795593,20.1601271 49.0797012,20.1603184 49.0797568,20.1603509 49.0798242,20.1603978 49.0798809,20.1605043 49.0799282,20.1606686 49.0799388,20.160766 49.0800181,20.1609393 49.0800062,20.1610223 49.0799542,20.1610999 49.079927,20.1613364 49.0799566,20.1616017 49.0799814,20.1618761 49.0799294,20.162367 49.0799258,20.1627226 49.079992,20.1636936 49.0799105)",Nový potok,stream
"LINESTRING (20.1289422 49.0842722,20.1295032 49.0841437,20.1302029 49.0836542,20.1300939 49.0831323,20.1300701 49.0829973,20.1308769 49.082787,20.1323339 49.082552,20.1329444 49.0821677,20.13321 49.0820794,20.133664 49.0820132,20.1339333 49.0819532,20.1342468 49.0818833,20.1346492 49.0819495,20.1349168 49.0818223,20.1349762 49.0816886,20.1352121 49.0816133,20.1353489 49.0814172,20.13545 49.081238,20.1356641 49.0811108,20.136126 49.0808537,20.1363876 49.0806096,20.1370973 49.0799708,20.13746 49.0795527,20.1376741 49.0790477,20.137684 49.0787438,20.1377653 49.078553,20.1379616 49.0783478,20.1380726 49.0781647,20.1381122 49.0780024,20.1381221 49.0778427,20.1381836 49.0777155,20.1383065 49.0775921,20.1383322 49.077348,20.1383798 49.077148,20.1384631 49.0769182,20.1386355 49.0767767,20.1386712 49.0766897,20.1387683 49.076626,20.138804 49.0764936,20.1389249 49.0764092,20.1390577 49.0763858,20.1390815 49.0762365,20.1392044 49.0761209,20.1392322 49.0759184,20.1392381 49.0758521,20.1392421 49.0757833,20.1393729 49.0756015,20.1393293 49.0754379,20.1393769 49.0753665,20.139478 49.0752691,20.1394483 49.0752133,20.1394265 49.0751652,20.1393888 49.0750587,20.1394383 49.0748471,20.1394502 49.0746575,20.1393709 49.0745861,20.1392897 49.0745549,20.1390934 49.0744848,20.1390597 49.074403,20.1390875 49.0742536,20.1392143 49.0742017,20.1395137 49.0742043,20.1396663 49.0742082,20.1400172 49.0741095,20.140259 49.0740757,20.1404315 49.0740952,20.1405762 49.0741511,20.1406792 49.0741861,20.1408577 49.0742069,20.1410856 49.0742004,20.1414127 49.0742264,20.1415772 49.0741991,20.1416724 49.074142,20.1418448 49.0740654,20.1420113 49.0740744,20.142158 49.0740718,20.1423523 49.0740641,20.1428637 49.0740186,20.143054 49.0739874,20.1432304 49.0739732,20.1437141 49.0740147,20.1441344 49.0740316,20.1444793 49.074055,20.1449966 49.0741329,20.1453297 49.0741316,20.1457459 49.0742186,20.1458193 49.0742264,20.1459362 49.0742199,20.1460532 49.0741666,20.1462613 49.0742316,20.1464952 49.0742822,20.1466261 49.0743043,20.1467093 49.0743173,20.1467906 49.0743043,20.1468144 49.0742497,20.1468124 49.0741796,20.1468501 49.0741524,20.1470622 49.0741316,20.1472604 49.0740978,20.1474467 49.0741407,20.1475954 49.0741342,20.1476826 49.0741069,20.1477203 49.0740472,20.147867 49.0739589,20.148114 49.0738181,20.1483801 49.0737928,20.148685 49.0737864,20.1487383 49.0738498,20.148806 49.0739893,20.1490819 49.0740749,20.1492803 49.0741859,20.1495803 49.0741891,20.1499336 49.074281,20.1504369 49.0742715,20.1507321 49.074281,20.1508193 49.0741954,20.1508193 49.0741161,20.1509306 49.0740686,20.1513468 49.0740749,20.1518646 49.074132,20.1524933 49.0740978,20.1525536 49.0740933)",Kysnica,stream
